,Unnamed: 0,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
1514,1514,Michigan Senate - Rogers vs. Peters,EPIC-MRA,"Peters 37, Rogers 30",7,2013-05-22,2013.0,10.0
1515,1515,Massachusetts Senate Special Election - Gomez vs. Markey,Emerson College,"Markey 45, Gomez 33",12,2013-05-23,2013.0,10.0
1516,1516,Massachusetts Senate Special Election - Gomez vs. Markey,New England College,"Markey 52, Gomez 40",12,2013-06-04,2013.0,9.0
1517,1517,Michigan Senate - Rogers vs. Peters,PPP (D),"Peters 42, Rogers 32",10,2013-06-05,2013.0,9.0
1518,1518,Michigan Senate - Land vs. Peters,PPP (D),"Peters 41, Land 36",5,2013-06-05,2013.0,9.0
1519,1519,New Jersey Senate Special Election - Lonegan vs. Booker,Quinnipiac,"Booker 54, Lonegan 27",27,2013-06-10,2013.0,11.0
1520,1520,Massachusetts Senate Special Election - Gomez vs. Markey,Suffolk University,"Markey 48, Gomez 41",7,2013-06-10,2013.0,10.0
1521,1521,Massachusetts Senate Special Election - Gomez vs. Markey,UMass/YouGov,"Markey 51, Gomez 40",11,2013-06-11,2013.0,9.0
1522,1522,Massachusetts Senate Special Election - Gomez vs. Markey,WBUR/MassINC,"Markey 46, Gomez 39",7,2013-06-11,2013.0,11.0
1523,1523,New Jersey Senate Special Election - Lonegan vs. Booker,Monmouth University,"Booker 53, Lonegan 37",16,2013-06-13,2013.0,13.0
1524,1524,Massachusetts Senate Special Election - Gomez vs. Markey,Boston Globe,"Markey 54, Gomez 43",11,2013-06-16,2013.0,0.0
1525,1525,New Jersey Senate Special Election - Lonegan vs. Booker,Rasmussen Reports,"Booker 50, Lonegan 33",17,2013-06-17,2013.0,7.0
1526,1526,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 45, Tillis 40",5,2013-06-18,2013.0,9.0
1527,1527,North Carolina Senate - Berger vs. Hagan,PPP (D),"Hagan 44, Berger 40",4,2013-06-18,2013.0,9.0
1528,1528,North Carolina Senate - Foxx vs. Hagan,PPP (D),"Hagan 46, Foxx 39",7,2013-06-18,2013.0,9.0
1529,1529,Massachusetts Senate Special Election - Gomez vs. Markey,Emerson College,"Markey 51, Gomez 41",10,2013-06-21,2013.0,10.0
1530,1530,Massachusetts Senate Special Election - Gomez vs. Markey,New England College,"Markey 56, Gomez 36",20,2013-06-21,2013.0,9.0
1531,1531,Massachusetts Senate Special Election - Gomez vs. Markey,UMass Lowell/Boston Herald,"Markey 56, Gomez 36",20,2013-06-21,2013.0,0.0
1532,1532,Massachusetts Senate Special Election - Gomez vs. Markey,Western NE University,"Markey 49, Gomez 41",8,2013-06-23,2013.0,0.0
1533,1533,Massachusetts Senate Special Election - Gomez vs. Markey,Suffolk University,"Markey 52, Gomez 42",10,2013-06-24,2013.0,10.0
1534,1534,Montana Senate - Daines vs. Schweitzer,PPP (D),"Schweitzer 48, Daines 45",3,2013-06-25,2013.0,9.0
1535,1535,Montana Senate - Racicot vs. Schweitzer,PPP (D),"Racicot 47, Schweitzer 46",1,2013-06-25,2013.0,9.0
1536,1536,New Jersey Senate Special - Lonegan vs. Booker,Quinnipiac,"Booker 53, Lonegan 30",23,2013-07-09,2013.0,11.0
1537,1537,New Jersey Senate Special Election - Democratic Primary,Quinnipiac,"Booker 52, Pallone 10, Holt 8, Oliver 3",42,2013-07-09,2013.0,11.0
1538,1538,New Jersey Senate Special Election - Democratic Primary,Monmouth University,"Booker 49, Pallone 12, Holt 8, Oliver 3",37,2013-07-16,2013.0,13.0
1539,1539,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 49, Tillis 38",11,2013-07-17,2013.0,9.0
1540,1540,Wyoming Senate - Republican Primary,PPP (D),"Enzi 54, Cheney 26",28,2013-07-23,2013.0,9.0
1541,1541,Alaska Senate - Palin vs. Begich,PPP (D),"Begich 52, Palin 40",12,2013-07-30,2013.0,9.0
1542,1542,Alaska Senate - Treadwell vs. Begich,PPP (D),"Begich 44, Treadwell 40",4,2013-07-30,2013.0,9.0
1543,1543,Michigan Senate - Land vs. Peters,LE&A;/Denno Research,"Peters 39, Land 39",0,2013-08-01,2013.0,0.0
1544,1544,Arkansas Senate - Cotton vs. Pryor,Harper (R),"Cotton 43, Pryor 41",2,2013-08-06,2013.0,9.0
1545,1545,Georgia Senate - Gingrey vs. Nunn,PPP (D),"Gingrey 41, Nunn 41",0,2013-08-06,2013.0,9.0
1546,1546,Georgia Senate - Republican Primary,PPP (D),"Gingrey 25, Broun 19, Kingston 15, Handel 13, Perdue 5, Grayson 3",6,2013-08-06,2013.0,9.0
1547,1547,Georgia Senate - Kingston vs. Nunn,PPP (D),"Nunn 40, Kingston 38",2,2013-08-06,2013.0,9.0
1548,1548,Georgia Senate - Handel vs. Nunn,PPP (D),"Nunn 40, Handel 38",2,2013-08-06,2013.0,9.0
1549,1549,Georgia Senate - Broun vs. Nunn,PPP (D),"Nunn 41, Broun 36",5,2013-08-06,2013.0,9.0
1550,1550,New Jersey Senate Special Election - Democratic Primary,Quinnipiac,"Booker 54, Pallone 17, Holt 15, Oliver 5",37,2013-08-07,2013.0,11.0
1551,1551,New Jersey Senate Special - Lonegan vs. Booker,Quinnipiac,"Booker 54, Lonegan 29",25,2013-08-07,2013.0,11.0
1552,1552,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 47, Tillis 39",8,2013-08-13,2013.0,9.0
1553,1553,Louisiana Senate - Cassidy vs. Landrieu,Harper (R),"Landrieu 45, Cassidy 47",2,2013-08-19,2013.0,9.0
1554,1554,New Jersey Senate Special - Lonegan vs. Booker,Monmouth,"Booker 54, Lonegan 38",16,2013-08-20,2013.0,13.0
1555,1555,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Landrieu 50, Cassidy 40",10,2013-08-20,2013.0,9.0
1556,1556,Alaska Senate - Palin vs. Begich,Hays Research (D),"Begich 55, Palin 37",18,2013-08-21,2013.0,7.0
1557,1557,New Jersey Senate Special - Lonegan vs. Booker,Fairleigh Dickinson,"Booker 50, Lonegan 22",28,2013-08-29,2013.0,12.0
1558,1558,Alaska Senate - Treadwell vs. Begich,Hays Research (D),"Begich 50, Treadwell 39",11,2013-08-30,2013.0,7.0
1559,1559,West Virginia Senate - Capito vs. Tennant,The West Virginia Poll,"Capito 45, Tennant 40",5,2013-08-30,2013.0,0.0
1560,1560,South Carolina Senate - Republican Primary,Landmark/Rosetta Stone,"Graham 42, Bright 13, Mace 10, Cash 7",29,2013-09-08,2013.0,9.0
1561,1561,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 51, Tillis 36",15,2013-09-10,2013.0,9.0
1562,1562,North Carolina Senate - Berger vs. Hagan,PPP (D),"Hagan 53, Berger 36",17,2013-09-10,2013.0,9.0
1563,1563,South Dakota Senate - Rounds vs. Weiland,Harper (R),"Rounds 52, Weiland 38",14,2013-09-10,2013.0,9.0
1564,1564,New Jersey Senate Special - Lonegan vs. Booker,Rutgers-Eagleton,"Booker 64, Lonegan 29",35,2013-09-11,2013.0,0.0
1565,1565,Michigan Senate - Land vs. Peters,EPIC-MRA,"Peters 38, Land 37",1,2013-09-12,2013.0,10.0
1566,1566,New Hampshire Senate - Brown vs. Shaheen,PPP (D),"Shaheen 48, Brown 44",4,2013-09-17,2013.0,9.0
1567,1567,New Jersey Senate Special - Lonegan vs. Booker,Kean University,"Booker 52, Lonegan 33",19,2013-09-20,2013.0,0.0
1568,1568,New Jersey Senate Special - Lonegan vs. Booker,Richard Stockton College,"Booker 58, Lonegan 32",26,2013-09-23,2013.0,0.0
1569,1569,New Jersey Senate Special - Lonegan vs. Booker,Quinnipiac,"Booker 53, Lonegan 41",12,2013-09-24,2013.0,11.0
1570,1570,West Virginia Senate - Capito vs. Tennant,PPP (D),"Capito 50, Tennant 36",14,2013-09-24,2013.0,9.0
1571,1571,New Jersey Senate Special - Lonegan vs. Booker,Monmouth,"Booker 53, Lonegan 40",13,2013-10-01,2013.0,13.0
1572,1572,New Jersey Senate Special - Lonegan vs. Booker,Rasmussen Reports,"Booker 53, Lonegan 41",12,2013-10-08,2013.0,7.0
1573,1573,New Jersey Senate Special - Lonegan vs. Booker,Fairleigh Dickinson,"Booker 45, Lonegan 29",16,2013-10-08,2013.0,12.0
1574,1574,New Jersey Senate Special - Lonegan vs. Booker,Quinnipiac,"Booker 53, Lonegan 41",12,2013-10-09,2013.0,11.0
1575,1575,New Jersey Senate Special - Lonegan vs. Booker,Richard Stockton College,"Booker 50, Lonegan 39",11,2013-10-10,2013.0,0.0
1576,1576,Arkansas Senate - Cotton vs. Pryor,Talk Business Poll,"Cotton 41, Pryor 42",1,2013-10-14,2013.0,0.0
1577,1577,New Jersey Senate Special - Lonegan vs. Booker,Rutgers-Eagleton,"Booker 58, Lonegan 36",22,2013-10-14,2013.0,0.0
1578,1578,New Jersey Senate Special - Lonegan vs. Booker,Monmouth,"Booker 52, Lonegan 42",10,2013-10-14,2013.0,13.0
1579,1579,New Jersey Senate Special - Lonegan vs. Booker,Quinnipiac,"Booker 54, Lonegan 40",14,2013-10-15,2013.0,11.0
1580,1580,New Hampshire Senate - Bass vs. Shaheen,WMUR/UNH,"Shaheen 51, Bass 34",17,2013-10-21,2013.0,0.0
1581,1581,New Hampshire Senate - Rubens vs. Shaheen,WMUR/UNH,"Shaheen 53, Rubens 28",25,2013-10-21,2013.0,0.0
1582,1582,Arkansas Senate - Cotton vs. Pryor,The Arkansas Poll,"Cotton 37, Pryor 36",1,2013-10-24,2013.0,0.0
1583,1583,South Carolina Senate - Republican Primary,Harper (R),"Graham 51, Bright 15, Mace 4, Cash 4",36,2013-10-30,2013.0,9.0
1584,1584,Michigan Senate - Land vs. Peters,Inside Michigan Politics,"Peters 43, Land 38",5,2013-11-08,2013.0,0.0
1585,1585,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 44, Tillis 42",2,2013-11-12,2013.0,9.0
1586,1586,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 44, Hagan 43",1,2013-11-12,2013.0,9.0
1587,1587,North Carolina Senate - Grant vs. Hagan,PPP (D),"Hagan 43, Grant 40",3,2013-11-12,2013.0,9.0
1588,1588,North Carolina Senate - Harris vs. Hagan,PPP (D),"Hagan 43, Harris 41",2,2013-11-12,2013.0,9.0
1589,1589,Maine Senate - Collins vs. Bellows,PPP (D),"Collins 59, Bellows 20",39,2013-11-13,2013.0,9.0
1590,1590,Montana Senate - Daines vs. Walsh,PPP (D),"Daines 52, Walsh 35",17,2013-11-19,2013.0,9.0
1591,1591,Montana Senate - Daines vs. Bohlinger,PPP (D),"Daines 51, Bohlinger 36",15,2013-11-19,2013.0,9.0
1592,1592,Michigan Senate - Land vs. Peters,LE&A;/Denno Research,"Peters 37, Land 36",1,2013-11-20,2013.0,0.0
1593,1593,Colorado Senate - Buck vs. Udall,Quinnipiac,"Udall 45, Buck 42",3,2013-11-20,2013.0,11.0
1594,1594,Colorado Senate - Baumgardner vs. Udall,Quinnipiac,"Udall 44, Baumgardner 39",5,2013-11-20,2013.0,11.0
1595,1595,Colorado Senate - McMillan vs. Udall,Quinnipiac,"Udall 43, McMillan 40",3,2013-11-20,2013.0,11.0
1596,1596,Colorado Senate - Stephens vs. Udall,Quinnipiac,"Udall 45, Stephens 38",7,2013-11-20,2013.0,11.0
1597,1597,Colorado Senate - Aspiri vs. Udall,Quinnipiac,"Udall 45, Aspiri 36",9,2013-11-20,2013.0,11.0
1598,1598,Colorado Senate - Hill vs. Udall,Quinnipiac,"Udall 45, Hill 39",6,2013-11-20,2013.0,11.0
1599,1599,Louisiana Senate Primary,SMOR,"Landrieu 41, Cassidy 34, Maness 10",7,2013-11-22,2013.0,0.0
1600,1600,Iowa Senate - Ernst vs. Braley,Harper (R),"Braley 42, Ernst 36",6,2013-11-25,2013.0,9.0
1601,1601,Iowa Senate - Clovis vs. Braley,Harper (R),"Braley 40, Clovis 35",5,2013-11-25,2013.0,9.0
1602,1602,Iowa Senate - Whitaker vs. Braley,Harper (R),"Braley 41, Whitaker 38",3,2013-11-25,2013.0,9.0
1603,1603,Iowa Senate - Young vs. Braley,Harper (R),"Braley 41, Young 35",6,2013-11-25,2013.0,9.0
1604,1604,Iowa Senate - Jacobs vs. Braley,Harper (R),"Braley 41, Jacobs 37",4,2013-11-25,2013.0,9.0
1605,1605,Illinois Senate - Oberweis vs. Durbin,PPP (D),"Durbin 51, Oberweis 36",15,2013-11-26,2013.0,9.0
1606,1606,Illinois Senate - Koppie vs. Durbin,PPP (D),"Durbin 52, Koppie 35",17,2013-11-26,2013.0,9.0
1607,1607,Illinois Senate - Truax vs. Durbin,PPP (D),"Durbin 51, Truax 33",18,2013-11-26,2013.0,9.0
1608,1608,Colorado Senate - Buck vs. Udall,PPP (D),"Udall 46, Buck 42",4,2013-12-06,2013.0,9.0
1609,1609,Colorado Senate - Stephens vs. Udall,PPP (D),"Udall 44, Stephens 37",7,2013-12-06,2013.0,9.0
1610,1610,Colorado Senate - Hill vs. Udall,PPP (D),"Udall 44, Hill 37",7,2013-12-06,2013.0,9.0
1611,1611,Colorado Senate - Baumgardner vs. Udall,PPP (D),"Udall 47, Baumgardner 40",7,2013-12-06,2013.0,9.0
1612,1612,Michigan Senate - Land vs. Peters,PPP (D),"Peters 40, Land 42",2,2013-12-10,2013.0,9.0
1613,1613,North Carolina Senate - Harris vs. Hagan,PPP (D),"Hagan 43, Harris 43",0,2013-12-10,2013.0,9.0
1614,1614,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 44, Tillis 42",2,2013-12-10,2013.0,9.0
1615,1615,North Carolina Senate - Flynn vs. Hagan,PPP (D),"Flynn 45, Hagan 43",2,2013-12-10,2013.0,9.0
1616,1616,North Carolina Senate - Grant vs. Hagan,PPP (D),"Hagan 43, Grant 43",0,2013-12-10,2013.0,9.0
1617,1617,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 45, Hagan 43",2,2013-12-10,2013.0,9.0
1618,1618,Michigan Senate - Land vs. Peters,Harper (R),"Land 44, Peters 36",8,2014-01-13,2014.0,9.0
1619,1619,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 43, Hagan 42",1,2014-01-14,2014.0,9.0
1620,1620,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 41",2,2014-01-14,2014.0,9.0
1621,1621,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 42, Hagan 41",1,2014-01-14,2014.0,9.0
1622,1622,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 43, Hagan 41",2,2014-01-14,2014.0,9.0
1623,1623,North Carolina Senate - Flynn vs. Hagan,PPP (D),"Flynn 44, Hagan 42",2,2014-01-14,2014.0,9.0
1624,1624,New Hampshire Senate - Brown vs. Shaheen,PPP (D),"Shaheen 46, Brown 43",3,2014-01-15,2014.0,9.0
1625,1625,New Hampshire Senate - Smith vs. Shaheen,PPP (D),"Shaheen 48, Smith 34",14,2014-01-15,2014.0,9.0
1626,1626,New Hampshire Senate - Testerman vs. Shaheen,PPP (D),"Shaheen 47, Testerman 30",17,2014-01-15,2014.0,9.0
1627,1627,New Hampshire Senate - Rubens vs. Shaheen,PPP (D),"Shaheen 49, Rubens 33",16,2014-01-15,2014.0,9.0
1628,1628,Michigan Senate - Land vs. Peters,Rasmussen Reports,"Land 37, Peters 35",2,2014-01-17,2014.0,7.0
1629,1629,Virginia Senate - Gillespie vs. Warner,Roanoke College,"Warner 50, Gillespie 21",29,2014-01-21,2014.0,6.0
1630,1630,Virginia Senate - Gillespie vs. Warner,Rasmussen Reports,"Warner 51, Gillespie 37",14,2014-01-23,2014.0,7.0
1631,1631,Virginia Senate - Gillespie vs. Warner,Christopher Newport Univ.,"Warner 50, Gillespie 30",20,2014-01-23,2014.0,10.0
1632,1632,North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Tillis 47, Hagan 40",7,2014-01-27,2014.0,7.0
1633,1633,North Carolina Senate - Brannon vs. Hagan,Rasmussen Reports,"Brannon 43, Hagan 39",4,2014-01-27,2014.0,7.0
1634,1634,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 40",4,2014-01-30,2014.0,7.0
1635,1635,New Hampshire Senate - Brown vs. Shaheen,Purple Strategies,"Shaheen 44, Brown 44",0,2014-01-30,2014.0,7.0
1636,1636,New Hampshire Senate - Brown vs. Shaheen,WMUR/UNH,"Shaheen 47, Brown 37",10,2014-02-03,2014.0,0.0
1637,1637,Kentucky Senate - McConnell vs. Grimes,Rasmussen Reports,"Grimes 42, McConnell 42",0,2014-02-03,2014.0,7.0
1638,1638,Oklahoma Senate - Republican Primary,Harper (R),"Lankford 54, Shannon 18, Weger 1",36,2014-02-03,2014.0,9.0
1639,1639,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 43, Treadwell 37",6,2014-02-04,2014.0,0.0
1640,1640,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Begich 41, Sullivan 37",4,2014-02-04,2014.0,0.0
1641,1641,Nebraska Senate - Republican Primary,Harper (R),"Osborn 30, Sasse 29, Dinsdale 13, McLeay 4",1,2014-02-05,2014.0,9.0
1642,1642,Colorado Senate - Buck vs. Udall,Quinnipiac,"Udall 45, Buck 42",3,2014-02-06,2014.0,11.0
1643,1643,Colorado Senate - Baumgardner vs. Udall,Quinnipiac,"Udall 43, Baumgardner 41",2,2014-02-06,2014.0,11.0
1644,1644,Colorado Senate - Stephens vs. Udall,Quinnipiac,"Udall 43, Stephens 41",2,2014-02-06,2014.0,11.0
1645,1645,Colorado Senate - Hill vs. Udall,Quinnipiac,"Udall 44, Hill 39",5,2014-02-06,2014.0,11.0
1646,1646,Arkansas Senate - Cotton vs. Pryor,Rasmussen Reports,"Cotton 45, Pryor 40",5,2014-02-06,2014.0,7.0
1647,1647,Colorado Senate - McMillan vs. Udall,Quinnipiac,"Udall 45, McMillan 38",7,2014-02-06,2014.0,11.0
1648,1648,Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA,"Grimes 46, McConnell 42",4,2014-02-07,2014.0,12.0
1649,1649,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 44, Landrieu 45",1,2014-02-11,2014.0,9.0
1650,1650,Louisiana Senate Primary,PPP (D),"Landrieu 43, Cassidy 25, Hollis 5, Maness 3",18,2014-02-11,2014.0,9.0
1651,1651,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 42, Hagan 40",2,2014-02-13,2014.0,9.0
1652,1652,North Carolina Senate - Alexander vs. Hagan,PPP (D),"Alexander 45, Hagan 38",7,2014-02-13,2014.0,9.0
1653,1653,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 41, Hagan 39",2,2014-02-13,2014.0,9.0
1654,1654,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 40",3,2014-02-13,2014.0,9.0
1655,1655,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 42, Hagan 40",2,2014-02-13,2014.0,9.0
1656,1656,Kentucky Senate - McConnell vs. Grimes,Wenzel Strategies (R),"Grimes 42, McConnell 43",1,2014-02-13,2014.0,6.0
1657,1657,Michigan Senate - Land vs. Peters,EPIC-MRA,"Land 41, Peters 38",3,2014-02-14,2014.0,10.0
1658,1658,Hawaii Senate - Democratic Primary,Honolulu Star-Advertiser,"Hanabusa 48, Schatz 40",8,2014-02-17,2014.0,10.0
1659,1659,Kansas Senate - Wolf vs. Taylor,PPP (D),"Wolf 33, Taylor 32",1,2014-02-21,2014.0,9.0
1660,1660,Kansas Senate - Roberts vs. Taylor,PPP (D),"Roberts 48, Taylor 32",16,2014-02-21,2014.0,9.0
1661,1661,Kansas Senate - Republican Primary,PPP (D),"Roberts 49, Wolf 23",26,2014-02-21,2014.0,9.0
1662,1662,Arkansas Senate - Cotton vs. Pryor,Impact Management Group (R),"Cotton 46, Pryor 42",4,2014-02-21,2014.0,0.0
1663,1663,West Virginia Senate - Capito vs. Tennant,Rasmussen Reports,"Capito 49, Tennant 35",14,2014-02-24,2014.0,7.0
1664,1664,Hawaii Senate - Democratic Primary,Honolulu Civil Beat/MRG,"Hanabusa 40, Schatz 40",0,2014-02-25,2014.0,7.0
1665,1665,Iowa Senate - Clovis vs. Braley,PPP (D),"Braley 42, Clovis 34",8,2014-02-25,2014.0,9.0
1666,1666,Iowa Senate - Whitaker vs. Braley,PPP (D),"Braley 40, Whitaker 34",6,2014-02-25,2014.0,9.0
1667,1667,Iowa Senate - Ernst vs. Braley,PPP (D),"Braley 41, Ernst 35",6,2014-02-25,2014.0,9.0
1668,1668,Iowa Senate - Jacobs vs. Braley,PPP (D),"Braley 41, Jacobs 35",6,2014-02-25,2014.0,9.0
1669,1669,South Carolina Senate - Republican Primary,Winthrop,"Graham 45, Bright 9, Mace 4, Connor 4, Cash 3",36,2014-02-26,2014.0,10.0
1670,1670,South Dakota Senate - Rounds vs. Weiland,Rasmussen Reports,"Rounds 51, Weiland 31",20,2014-02-28,2014.0,7.0
1671,1671,New Jersey Senate - Sabrin vs. Booker,Monmouth,"Booker 58, Sabrin 25",33,2014-03-03,2014.0,13.0
1672,1672,Minnesota Senate - Ortman vs. Franken,KSTP/SurveyUSA,"Franken 49, Ortman 41",8,2014-03-04,2014.0,12.0
1673,1673,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA,"Franken 50, McFadden 40",10,2014-03-04,2014.0,12.0
1674,1674,Minnesota Senate - Dahlberg vs. Franken,KSTP/SurveyUSA,"Franken 49, Dahlberg 41",8,2014-03-04,2014.0,12.0
1675,1675,Minnesota Senate - Abeler vs. Franken,KSTP/SurveyUSA,"Franken 49, Abeler 37",12,2014-03-04,2014.0,12.0
1676,1676,Virginia Senate - Gillespie vs. Warner,Roanoke College,"Warner 56, Gillespie 29",27,2014-03-05,2014.0,6.0
1677,1677,New Hampshire Senate - Brown vs. Shaheen,Suffolk/Boston Herald,"Shaheen 52, Brown 39",13,2014-03-06,2014.0,10.0
1678,1678,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 42, Gardner 41",1,2014-03-10,2014.0,7.0
1679,1679,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 45, Tillis 43",2,2014-03-11,2014.0,9.0
1680,1680,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 42, Hagan 43",1,2014-03-11,2014.0,9.0
1681,1681,North Carolina Senate - Alexander vs. Hagan,PPP (D),"Alexander 45, Hagan 43",2,2014-03-11,2014.0,9.0
1682,1682,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 43, Hagan 43",0,2014-03-11,2014.0,9.0
1683,1683,North Carolina Senate - Republican Primary (May 6),PPP (D),"Tillis 14, Brannon 14, Harris 7, Grant 11, Alexander 7",0,2014-03-11,2014.0,9.0
1684,1684,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 43",0,2014-03-11,2014.0,9.0
1685,1685,Iowa Senate - Jacobs vs. Braley,Quinnipiac,"Braley 40, Jacobs 31",9,2014-03-13,2014.0,11.0
1686,1686,Iowa Senate - Ernst vs. Braley,Quinnipiac,"Braley 42, Ernst 29",13,2014-03-13,2014.0,11.0
1687,1687,Iowa Senate - Whitaker vs. Braley,Quinnipiac,"Braley 42, Whitaker 30",12,2014-03-13,2014.0,11.0
1688,1688,Iowa Senate - Clovis vs. Braley,Quinnipiac,"Braley 42, Clovis 27",15,2014-03-13,2014.0,11.0
1689,1689,New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 50, Brown 38",12,2014-03-17,2014.0,9.0
1690,1690,New Hampshire Senate - Brown vs. Shaheen,Rasmussen Reports,"Shaheen 50, Brown 41",9,2014-03-17,2014.0,7.0
1691,1691,Michigan Senate - Land vs. Peters,LE&A;/Denno Research (D),"Peters 40, Land 37",3,2014-03-17,2014.0,0.0
1692,1692,Colorado Senate - Gardner vs. Udall,PPP (D),"Udall 42, Gardner 40",2,2014-03-18,2014.0,9.0
1693,1693,Montana Senate - Daines vs. Walsh,Rasmussen Reports,"Daines 51, Walsh 37",14,2014-03-19,2014.0,7.0
1694,1694,North Carolina Senate - Republican Primary (May 6),SurveyUSA,"Tillis 28, Brannon 15, Harris 6, Grant 11, Alexander 7",13,2014-03-20,2014.0,12.0
1695,1695,Georgia Senate - Republican Primary (May 20),SurveyUSA,"Perdue 29, Kingston 19, Broun 11, Gingrey 12, Handel 10",10,2014-03-20,2014.0,12.0
1696,1696,Alaska Senate - Miller vs. Begich,Rasmussen Reports,"Begich 49, Miller 38",11,2014-03-24,2014.0,7.0
1697,1697,Alaska Senate - Treadwell vs. Begich,Rasmussen Reports,"Treadwell 47, Begich 43",4,2014-03-24,2014.0,7.0
1698,1698,Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Begich 44, Sullivan 44",0,2014-03-24,2014.0,7.0
1699,1699,New Mexico Senate - Weh vs. Udall,PPP (D),"Udall 53, Weh 33",20,2014-03-25,2014.0,9.0
1700,1700,New Mexico Senate - Clements vs. Udall,PPP (D),"Udall 55, Clements 33",22,2014-03-25,2014.0,9.0
1701,1701,Iowa Senate - Whitaker vs. Braley,Rasmussen Reports,"Braley 40, Whitaker 36",4,2014-03-27,2014.0,7.0
1702,1702,Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Braley 40, Ernst 37",3,2014-03-27,2014.0,7.0
1703,1703,Iowa Senate - Clovis vs. Braley,Rasmussen Reports,"Braley 44, Clovis 31",13,2014-03-27,2014.0,7.0
1704,1704,Iowa Senate - Jacobs vs. Braley,Rasmussen Reports,"Braley 41, Jacobs 38",3,2014-03-27,2014.0,7.0
1705,1705,Virginia Senate - Gillespie vs. Warner,Quinnipiac*,"Warner 46, Gillespie 31",15,2014-03-27,2014.0,11.0
1706,1706,Georgia Senate - Republican Primary (May 20),Landmark/Rosetta Stone,"Perdue 21, Kingston 15, Broun 15, Gingrey 13, Handel 10",6,2014-03-28,2014.0,9.0
1707,1707,Mississippi Senate - Cochran vs. Childers,Rasmussen Reports,"Cochran 48, Childers 31",17,2014-03-31,2014.0,7.0
1708,1708,Mississippi Senate - McDaniel vs. Childers,Rasmussen Reports,"McDaniel 47, Childers 35",12,2014-03-31,2014.0,7.0
1709,1709,North Carolina Senate - Tillis vs. Hagan,SurveyUSA,"Hagan 45, Tillis 46",1,2014-04-02,2014.0,12.0
1710,1710,North Carolina Senate - Brannon vs. Hagan,SurveyUSA,"Brannon 47, Hagan 45",2,2014-04-02,2014.0,12.0
1711,1711,North Carolina Senate - Republican Primary (May 6),SurveyUSA,"Tillis 23, Brannon 15, Harris 11, Grant 6, Alexander 6",8,2014-04-02,2014.0,12.0
1712,1712,North Carolina Senate - Grant vs. Hagan,SurveyUSA,"Grant 46, Hagan 44",2,2014-04-02,2014.0,12.0
1713,1713,North Carolina Senate - Alexander vs. Hagan,SurveyUSA,"Alexander 46, Hagan 44",2,2014-04-02,2014.0,12.0
1714,1714,Georgia Senate - Perdue vs. Nunn,Landmark/Rosetta Stone,"Perdue 38, Nunn 33",5,2014-04-02,2014.0,9.0
1715,1715,Georgia Senate - Kingston vs. Nunn,Landmark/Rosetta Stone,"Kingston 38, Nunn 37",1,2014-04-02,2014.0,9.0
1716,1716,Georgia Senate - Gingrey vs. Nunn,Landmark/Rosetta Stone,"Gingrey 41, Nunn 38",3,2014-04-02,2014.0,9.0
1717,1717,Georgia Senate - Broun vs. Nunn,Landmark/Rosetta Stone,"Broun 39, Nunn 38",1,2014-04-02,2014.0,9.0
1718,1718,Georgia Senate - Handel vs. Nunn,Landmark/Rosetta Stone,"Nunn 38, Handel 37",1,2014-04-02,2014.0,9.0
