,Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class,score
1015,2012-10-29,Maryland,Maryland Senate - Bongino vs. Cardin vs. Sobhani,Baltimore Sun,"Cardin 50, Bongino 24, Sobhani 14",26,2012,Cardin,D,1.0,0.0
1016,2018-09-19,Maryland,Maryland Senate - Campbell vs. Cardin vs. Simon,Goucher College,"Cardin 56, Campbell 17, Simon 8",39,2018,Cardin,D,1.0,0.0
1017,2018-10-15,Maryland,Maryland Senate - Campbell vs. Cardin vs. Simon,Gonzales Research,"Cardin 49, Campbell 22, Simon 18",27,2018,Cardin,D,1.0,8.0
1018,2012-10-03,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 43, Carmona 45",2,2012,Carmona,,,9.0
1019,2012-10-13,Arizona,Arizona Senate - Flake vs. Carmona,Behavior Research Center,"Flake 40, Carmona 44",4,2012,Carmona,,,11.0
1020,2015-05-05,Arizona,Arizona Senate - Ward vs. Carmona,PPP (D),"Carmona 39, Ward 36",3,2015,Carmona,,,9.0
1021,2015-05-05,Arizona,Arizona Senate - Jones vs. Carmona,PPP (D),"Carmona 42, Jones 36",6,2015,Carmona,,,9.0
1022,2018-09-27,Delaware,Delaware Senate - Arlett vs. Carper,University of Delaware*,"Carper 61, Arlett 24",37,2018,Carper,D,1.0,0.0
1023,2012-01-31,Hawaii,Hawaii Senate - Lingle vs. Case,Honolulu Civil Beat/MRG,"Case 46, Lingle 33",13,2012,Case,,,7.0
1024,2011-11-28,Pennsylvania,Pennsylvania Senate - Burns vs. Casey,PPP (D),"Casey 49, Burns 34",15,2011,Casey,,,9.0
1025,2011-11-28,Pennsylvania,Pennsylvania Senate - Rohrer vs. Casey,PPP (D),"Casey 47, Rohrer 36",11,2011,Casey,,,9.0
1026,2012-03-14,Pennsylvania,Pennsylvania Senate - Rohrer vs. Casey,PPP (D),"Casey 49, Rohrer 34",15,2012,Casey,,,9.0
1027,2012-05-23,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 49, Smith 33",16,2012,Casey,,,9.0
1028,2012-05-24,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 48, Smith 41",7,2012,Casey,,,7.0
1029,2012-06-06,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 42, Smith 21",21,2012,Casey,,,8.0
1030,2012-06-12,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 51, Smith 32",19,2012,Casey,,,11.0
1031,2012-06-27,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 49, Smith 32",17,2012,Casey,,,11.0
1032,2012-07-11,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,WeAskAmerica,"Casey 53, Smith 39",14,2012,Casey,,,0.0
1033,2012-07-23,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 38",11,2012,Casey,,,7.0
1034,2012-07-26,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 46, Smith 36",10,2012,Casey,,,9.0
1035,2012-08-01,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,CBS/NYT/Quinnipiac,"Casey 55, Smith 37",18,2012,Casey,,,11.0
1036,2012-08-16,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 43, Smith 28",15,2012,Casey,,,8.0
1037,2012-08-27,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Philadelphia Inquirer,"Casey 53, Smith 34",19,2012,Casey,,,9.0
1038,2012-09-18,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 45, Smith 33",12,2012,Casey,,,0.0
1039,2012-09-23,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 42",7,2012,Casey,,,7.0
1040,2012-09-25,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Tribune-Review/Susquehanna,"Casey 46, Smith 41",5,2012,Casey,,,7.0
1041,2012-09-26,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,CBS/NYT/Quinnipiac,"Casey 49, Smith 43",6,2012,Casey,,,11.0
1042,2012-09-26,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 48, Smith 38",10,2012,Casey,,,8.0
1043,2012-09-28,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 44, Smith 36",8,2012,Casey,,,0.0
1044,2012-10-09,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Siena,"Casey 44, Smith 35",9,2012,Casey,,,12.0
1045,2012-10-10,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Susquehanna,"Casey 46, Smith 44",2,2012,Casey,,,7.0
1046,2012-10-11,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 45",4,2012,Casey,,,7.0
1047,2012-10-12,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Philadelphia Inquirer,"Casey 48, Smith 38",10,2012,Casey,,,9.0
1048,2012-10-15,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 50, Smith 39",11,2012,Casey,,,9.0
1049,2012-10-15,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 41, Smith 39",2,2012,Casey,,,0.0
1050,2012-10-16,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 48, Smith 45",3,2012,Casey,,,11.0
1051,2012-10-22,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 45, Smith 37",8,2012,Casey,,,0.0
1052,2012-10-26,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 46, Smith 45",1,2012,Casey,,,7.0
1053,2012-10-27,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Philadelphia Inquirer,"Casey 49, Smith 42",7,2012,Casey,,,9.0
1054,2012-10-31,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 48, Smith 39",9,2012,Casey,,,8.0
1055,2012-11-03,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 52, Smith 44",8,2012,Casey,,,9.0
1056,2012-11-03,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Tribune-Review/Susquehanna,"Casey 46, Smith 45",1,2012,Casey,,,7.0
1057,2012-11-04,Pennsylvania,Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 48, Smith 42",6,2012,Casey,,,0.0
1058,2018-03-29,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall,"Casey 43, Barletta 25",18,2018,Casey,,,8.0
1059,2018-04-13,Pennsylvania,Pennsylvania Senate - Christiana vs. Casey,Morning Call,"Casey 48, Christiana 29",19,2018,Casey,,,0.0
1060,2018-04-13,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Morning Call,"Casey 48, Barletta 32",16,2018,Casey,,,0.0
1061,2018-06-14,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall,"Casey 44, Barletta 27",17,2018,Casey,,,8.0
1062,2018-06-27,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Suffolk,"Casey 47, Barletta 32",15,2018,Casey,,,10.0
1063,2018-08-23,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,NBC News/Marist,"Casey 53, Barletta 38",15,2018,Casey,,,12.0
1064,2018-08-30,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall*,"Casey 47, Barletta 34",13,2018,Casey,,,8.0
1065,2018-09-19,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Rasmussen Reports,"Casey 52, Barletta 38",14,2018,Casey,,,7.0
1066,2018-09-21,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Morning Call*,"Casey 53, Barletta 35",18,2018,Casey,,,0.0
1067,2018-09-27,Pennsylvania,Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall*,"Casey 50, Barletta 33",17,2018,Casey,,,8.0
1068,2013-08-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Harper (R),"Landrieu 45, Cassidy 47",2,2013,Cassidy,R,0.0,9.0
1069,2013-08-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Harper (R),"Landrieu 45, Cassidy 47",2,2013,Cassidy,R,0.0,9.0
1070,2013-08-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Harper (R),"Landrieu 45, Cassidy 47",2,2013,Cassidy,R,0.0,9.0
1071,2014-01-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 40",4,2014,Cassidy,R,0.0,7.0
1072,2014-01-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 40",4,2014,Cassidy,R,0.0,7.0
1073,2014-01-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 40",4,2014,Cassidy,R,0.0,7.0
1074,2014-04-29,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 44, Landrieu 42",2,2014,Cassidy,R,0.0,7.0
1075,2014-04-29,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 44, Landrieu 42",2,2014,Cassidy,R,0.0,7.0
1076,2014-04-29,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 44, Landrieu 42",2,2014,Cassidy,R,0.0,7.0
1077,2014-06-13,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 50, Landrieu 44",6,2014,Cassidy,R,0.0,7.0
1078,2014-06-13,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 50, Landrieu 44",6,2014,Cassidy,R,0.0,7.0
1079,2014-06-13,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 50, Landrieu 44",6,2014,Cassidy,R,0.0,7.0
1080,2014-07-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 46",1,2014,Cassidy,R,0.0,11.0
1081,2014-07-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 46",1,2014,Cassidy,R,0.0,11.0
1082,2014-07-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 46",1,2014,Cassidy,R,0.0,11.0
1083,2014-09-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 41",3,2014,Cassidy,R,0.0,7.0
1084,2014-09-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 41",3,2014,Cassidy,R,0.0,7.0
1085,2014-09-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 44, Landrieu 41",3,2014,Cassidy,R,0.0,7.0
1086,2014-09-17,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,FOX News,"Cassidy 51, Landrieu 38",13,2014,Cassidy,R,0.0,12.0
1087,2014-09-17,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,FOX News,"Cassidy 51, Landrieu 38",13,2014,Cassidy,R,0.0,12.0
1088,2014-09-17,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,FOX News,"Cassidy 51, Landrieu 38",13,2014,Cassidy,R,0.0,12.0
1089,2014-09-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CNN/Opinion Research,"Cassidy 50, Landrieu 47",3,2014,Cassidy,R,0.0,10.0
1090,2014-09-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CNN/Opinion Research,"Cassidy 50, Landrieu 47",3,2014,Cassidy,R,0.0,10.0
1091,2014-09-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CNN/Opinion Research,"Cassidy 50, Landrieu 47",3,2014,Cassidy,R,0.0,10.0
1092,2014-09-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 45",3,2014,Cassidy,R,0.0,9.0
1093,2014-09-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 45",3,2014,Cassidy,R,0.0,9.0
1094,2014-09-30,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 45",3,2014,Cassidy,R,0.0,9.0
1095,2014-10-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 41",6,2014,Cassidy,R,0.0,11.0
1096,2014-10-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 41",6,2014,Cassidy,R,0.0,11.0
1097,2014-10-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 41",6,2014,Cassidy,R,0.0,11.0
1098,2014-10-15,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 52, Landrieu 43",9,2014,Cassidy,R,0.0,7.0
1099,2014-10-15,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 52, Landrieu 43",9,2014,Cassidy,R,0.0,7.0
1100,2014-10-15,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 52, Landrieu 43",9,2014,Cassidy,R,0.0,7.0
1101,2014-10-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,WAFB/FOX8/Raycom,"Cassidy 43, Landrieu 40",3,2014,Cassidy,R,0.0,0.0
1102,2014-10-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,WAFB/FOX8/Raycom,"Cassidy 43, Landrieu 40",3,2014,Cassidy,R,0.0,0.0
1103,2014-10-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,WAFB/FOX8/Raycom,"Cassidy 43, Landrieu 40",3,2014,Cassidy,R,0.0,0.0
1104,2014-10-26,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 46, Landrieu 42",4,2014,Cassidy,R,0.0,11.0
1105,2014-10-26,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 46, Landrieu 42",4,2014,Cassidy,R,0.0,11.0
1106,2014-10-26,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 46, Landrieu 42",4,2014,Cassidy,R,0.0,11.0
1107,2014-10-27,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,USA Today/Suffolk,"Cassidy 48, Landrieu 41",7,2014,Cassidy,R,0.0,10.0
1108,2014-10-27,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,USA Today/Suffolk,"Cassidy 48, Landrieu 41",7,2014,Cassidy,R,0.0,10.0
1109,2014-10-27,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,USA Today/Suffolk,"Cassidy 48, Landrieu 41",7,2014,Cassidy,R,0.0,10.0
1110,2014-10-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 50, Landrieu 46",4,2014,Cassidy,R,0.0,7.0
1111,2014-10-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 50, Landrieu 46",4,2014,Cassidy,R,0.0,7.0
1112,2014-10-28,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,Rasmussen Reports,"Cassidy 50, Landrieu 46",4,2014,Cassidy,R,0.0,7.0
1113,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 47",1,2014,Cassidy,R,0.0,9.0
1114,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 47",1,2014,Cassidy,R,0.0,9.0
1115,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 47",1,2014,Cassidy,R,0.0,9.0
1116,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,University of New Orleans,"Cassidy 51, Landrieu 43",8,2014,Cassidy,R,0.0,6.0
1117,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,University of New Orleans,"Cassidy 51, Landrieu 43",8,2014,Cassidy,R,0.0,6.0
1118,2014-11-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,University of New Orleans,"Cassidy 51, Landrieu 43",8,2014,Cassidy,R,0.0,6.0
1119,2014-11-02,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,NBC News/Marist,"Cassidy 50, Landrieu 45",5,2014,Cassidy,R,0.0,12.0
1120,2014-11-02,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,NBC News/Marist,"Cassidy 50, Landrieu 45",5,2014,Cassidy,R,0.0,12.0
1121,2014-11-02,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,NBC News/Marist,"Cassidy 50, Landrieu 45",5,2014,Cassidy,R,0.0,12.0
1122,2014-11-18,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Gravis Marketing,"Cassidy 59, Landrieu 38",21,2014,Cassidy,R,0.0,7.0
1123,2014-11-18,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Gravis Marketing,"Cassidy 59, Landrieu 38",21,2014,Cassidy,R,0.0,7.0
1124,2014-11-18,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Gravis Marketing,"Cassidy 59, Landrieu 38",21,2014,Cassidy,R,0.0,7.0
1125,2014-11-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Vox Populi (R),"Cassidy 53, Landrieu 42",11,2014,Cassidy,R,0.0,9.0
1126,2014-11-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Vox Populi (R),"Cassidy 53, Landrieu 42",11,2014,Cassidy,R,0.0,9.0
1127,2014-11-19,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Vox Populi (R),"Cassidy 53, Landrieu 42",11,2014,Cassidy,R,0.0,9.0
1128,2014-11-20,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 41",15,2014,Cassidy,R,0.0,7.0
1129,2014-11-20,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 41",15,2014,Cassidy,R,0.0,7.0
1130,2014-11-20,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 41",15,2014,Cassidy,R,0.0,7.0
1131,2014-11-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),JMC Analytics,"Cassidy 55, Landrieu 40",15,2014,Cassidy,R,0.0,0.0
1132,2014-11-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),JMC Analytics,"Cassidy 55, Landrieu 40",15,2014,Cassidy,R,0.0,0.0
1133,2014-11-21,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),JMC Analytics,"Cassidy 55, Landrieu 40",15,2014,Cassidy,R,0.0,0.0
1134,2014-12-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),IWV/GEB International (R),"Cassidy 60, Landrieu 34",26,2014,Cassidy,R,0.0,0.0
1135,2014-12-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),IWV/GEB International (R),"Cassidy 60, Landrieu 34",26,2014,Cassidy,R,0.0,0.0
1136,2014-12-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),IWV/GEB International (R),"Cassidy 60, Landrieu 34",26,2014,Cassidy,R,0.0,0.0
1137,2014-12-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),WPA Research (R),"Cassidy 57, Landrieu 33",24,2014,Cassidy,R,0.0,0.0
1138,2014-12-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),WPA Research (R),"Cassidy 57, Landrieu 33",24,2014,Cassidy,R,0.0,0.0
1139,2014-12-04,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),WPA Research (R),"Cassidy 57, Landrieu 33",24,2014,Cassidy,R,0.0,0.0
1140,2014-12-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 40",16,2014,Cassidy,R,0.0,7.0
1141,2014-12-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 40",16,2014,Cassidy,R,0.0,7.0
1142,2014-12-05,Louisiana,Louisiana Senate - Cassidy vs. Landrieu (Dec. 6),Rasmussen Reports,"Cassidy 56, Landrieu 40",16,2014,Cassidy,R,0.0,7.0
1143,2010-04-30,Delaware,Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 55, Coons 32",23,2010,Castle,,,7.0
1144,2010-07-16,Delaware,Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 47, Coons 36",11,2010,Castle,,,7.0
1145,2010-08-06,Delaware,Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 49, Coons 37",12,2010,Castle,,,7.0
1146,2010-08-10,Delaware,Delaware Senate - Castle vs. Coons,Daily Kos/PPP (D),"Castle 48, Coons 35",13,2010,Castle,,,9.0
1147,2010-09-07,Delaware,Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 48, Coons 37",11,2010,Castle,,,7.0
1148,2011-06-20,Utah,Utah Senate - Chaffetz vs. Matheson,Deseret News/KSL,"Chaffetz 46, Matheson 45",1,2011,Chaffetz,R,0.0,0.0
1149,2011-06-20,Utah,Utah Senate - Chaffetz vs. Matheson,Deseret News/KSL,"Chaffetz 46, Matheson 45",1,2011,Chaffetz,R,0.0,0.0
1150,2011-06-20,Utah,Utah Senate - Chaffetz vs. Matheson,Deseret News/KSL,"Chaffetz 46, Matheson 45",1,2011,Chaffetz,R,0.0,0.0
1151,2011-06-20,Utah,Utah Senate - Chaffetz vs. Matheson,Deseret News/KSL,"Chaffetz 46, Matheson 45",1,2011,Chaffetz,R,0.0,0.0
1152,2011-08-15,Utah,Utah Senate - Chaffetz vs. Matheson,Mason-Dixon,"Chaffetz 49, Matheson 43",6,2011,Chaffetz,R,0.0,10.0
1153,2011-08-15,Utah,Utah Senate - Chaffetz vs. Matheson,Mason-Dixon,"Chaffetz 49, Matheson 43",6,2011,Chaffetz,R,0.0,10.0
1154,2011-08-15,Utah,Utah Senate - Chaffetz vs. Matheson,Mason-Dixon,"Chaffetz 49, Matheson 43",6,2011,Chaffetz,R,0.0,10.0
1155,2011-08-15,Utah,Utah Senate - Chaffetz vs. Matheson,Mason-Dixon,"Chaffetz 49, Matheson 43",6,2011,Chaffetz,R,0.0,10.0
1156,2010-04-19,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 54, Ellsworth 33",21,2010,Coats,R,0.0,7.0
1157,2010-04-29,Indiana,Indiana Senate - Coats vs. Ellsworth,Downs Center/SUSA,"Coats 47, Ellsworth 31",16,2010,Coats,R,0.0,0.0
1158,2010-05-07,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 51, Ellsworth 36",15,2010,Coats,R,0.0,7.0
1159,2010-06-04,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 47, Ellsworth 33",14,2010,Coats,R,0.0,7.0
1160,2010-07-12,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 51, Ellsworth 30",21,2010,Coats,R,0.0,7.0
1161,2010-08-10,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 50, Ellsworth 29",21,2010,Coats,R,0.0,7.0
1162,2010-09-17,Indiana,Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 50, Ellsworth 34",16,2010,Coats,R,0.0,7.0
1163,2010-10-05,Indiana,Indiana Senate - Coats vs. Ellsworth,WISH-TV/EPIC-MRA,"Coats 51, Ellsworth 33",18,2010,Coats,R,0.0,10.0
1164,2010-07-06,Oklahoma,Oklahoma Senate - Coburn vs. Myles,Rasmussen Reports,"Coburn 62, Myles 27",35,2010,Coburn,R,0.0,7.0
1165,2010-07-06,Oklahoma,Oklahoma Senate - Coburn vs. Rogers,Rasmussen Reports,"Coburn 65, Rogers 26",39,2010,Coburn,R,0.0,7.0
1166,2010-07-31,Oklahoma,Oklahoma Senate - Coburn vs. Rogers,Rasmussen Reports,"Coburn 65, Rogers 31",34,2010,Coburn,R,0.0,7.0
1167,2010-08-29,Oklahoma,Oklahoma Senate - Coburn vs. Rogers,Rasmussen Reports,"Coburn 67, Rogers 24",43,2010,Coburn,R,0.0,7.0
1168,2010-09-27,Oklahoma,Oklahoma Senate - Coburn vs. Rogers,Rasmussen Reports,"Coburn 68, Rogers 26",42,2010,Coburn,R,0.0,7.0
1169,2010-10-13,Oklahoma,Oklahoma Senate - Coburn vs. Rogers,Sooner Poll,"Coburn 62, Rogers 22",40,2010,Coburn,R,0.0,0.0
1170,2014-03-31,Mississippi,Mississippi Senate - Cochran vs. Childers,Rasmussen Reports,"Cochran 48, Childers 31",17,2014,Cochran,R,0.0,7.0
1171,2014-06-16,Mississippi,Mississippi Senate - GOP Runoff (June 24),Chism Strategies (D),"McDaniel 47, Cochran 48",1,2014,Cochran,R,0.0,0.0
1172,2014-06-20,Mississippi,Mississippi Senate - GOP Runoff (June 24),NSON Opinion Strategy,"McDaniel 44, Cochran 45",1,2014,Cochran,R,0.0,0.0
1173,2014-06-27,Mississippi,Mississippi Senate - Cochran vs. Childers,Rasmussen Reports,"Cochran 46, Childers 34",12,2014,Cochran,R,0.0,7.0
1174,2014-07-15,Mississippi,Mississippi Senate - Cochran vs. Childers,PPP (D),"Cochran 41, Childers 26",15,2014,Cochran,R,0.0,9.0
1175,2014-07-28,Mississippi,Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 47, Childers 33",14,2014,Cochran,R,0.0,11.0
1176,2014-09-07,Mississippi,Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 46, Childers 31",15,2014,Cochran,R,0.0,11.0
1177,2014-10-05,Mississippi,Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 46, Childers 35",11,2014,Cochran,R,0.0,11.0
1178,2014-10-26,Mississippi,Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 50, Childers 28",22,2014,Cochran,R,0.0,11.0
1179,2015-04-14,Colorado,Colorado Senate - Coffman vs. Bennet,Quinnipiac,"Coffman 43, Bennet 40",3,2015,Coffman,R,0.0,11.0
