"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"2184",2184,2183,"South Carolina Governor - Republican Primary Run-Off","Trafalgar Group (R)","McMaster 54, Warren 37",17,"2018-06-22",2018,"C"
"2185",2185,2184,"Illinois Governor - Rauner vs. Pritzker","WeAskAmerica","Pritzker 36, Rauner 27",9,"2018-06-24",2018,"unknown"
"2186",2186,2185,"Texas Governor - Abbott vs. Valdez","UT/Texas Tribune*","Abbott 44, Valdez 32",12,"2018-06-25",2018,"A+"
"2187",2187,2186,"South Carolina Governor - Republican Primary Run-Off","Trafalgar Group (R)","McMaster 54, Warren 46",8,"2018-06-25",2018,"C"
"2188",2188,2187,"Ohio Governor - DeWine vs. Cordray","NBC News/Marist","Cordray 42, DeWine 46",4,"2018-06-26",2018,"A"
"2189",2189,2188,"New Mexico Governor - Pearce vs. Grisham","KOB-TV/SurveyUSA","Grisham 51, Pearce 38",13,"2018-06-26",2018,"A"
"2190",2190,2189,"Pennsylvania Governor - Wagner vs. Wolf","Suffolk","Wolf 49, Wagner 36",13,"2018-06-27",2018,"B+"
"2191",2191,2190,"California Governor - Cox vs. Newsom","SurveyUSA","Newsom 58, Cox 29",29,"2018-06-29",2018,"A"
"2192",2192,2191,"Michigan Governor - Republican Primary","Target Insyght","Schuette 45, Calley 16, Colbeck 8, Hines 4",29,"2018-06-29",2018,"C"
"2193",2193,2192,"Michigan Governor - Democratic Primary","Target Insyght","Whitmer 40, Thanedar 19, El-Sayed 17, Cobbs",21,"2018-06-29",2018,"C"
"2194",2194,2193,"Massachusetts Governor - Democratic Primary","WBUR/MassINC","Gonzalez 21, Massie 15",6,"2018-06-29",2018,"A-"
"2195",2195,2194,"Michigan Governor - Democratic Primary","Target Insyght","Whitmer 40, Thanedar 19, El-Sayed 17, Cobbs, Fieger",21,"2018-06-29",2018,"C"
"2196",2196,2195,"Michigan Governor - Schuette vs. Whitmer","Target Insyght","Whitmer 42, Schuette 37",5,"2018-06-29",2018,"C"
"2197",2197,2196,"Nevada Governor - Laxalt vs. Sisolak","Gravis","Sisolak 41, Laxalt 43",2,"2018-07-02",2018,"C+"
"2198",2198,2197,"Florida Governor - Republican Primary","Remington Research (R)","DeSantis 43, Putnam 26, Nathan 1, White 1, Devine 2, Baldauf 2",17,"2018-07-06",2018,"C"
"2199",2199,2198,"Texas Governor - Abbott vs. Valdez","Gravis","Abbott 51, Valdez 41",10,"2018-07-09",2018,"C+"
"2200",2200,2199,"Arizona Governor - Ducey vs. Farley","Gravis","Ducey 42, Farley 39",3,"2018-07-09",2018,"C+"
"2201",2201,2200,"Arizona Governor - Ducey vs. Garcia","Gravis","Garcia 42, Ducey 41",1,"2018-07-09",2018,"C+"
"2202",2202,2201,"Georgia Governor - Republican Primary Run-Off","Atlanta Journal-Constitution","Kemp 44, Cagle 41",3,"2018-07-13",2018,"unknown"
"2203",2203,2202,"Florida Governor - Republican Primary","Gravis","DeSantis 35, Putnam 29, Nathan, White 4, Devine, Baldauf",6,"2018-07-16",2018,"C+"
"2204",2204,2203,"Florida Governor - Democratic Primary","Gravis","Graham 27, Levine 17, Greene 18, Gillum 10, King",9,"2018-07-16",2018,"C+"
"2205",2205,2204,"Florida Governor - DeSantis vs. Graham","Gravis","Graham 42, DeSantis 38",4,"2018-07-16",2018,"C+"
"2206",2206,2205,"Florida Governor - Putnam vs. Graham","Gravis","Putnam 40, Graham 39",1,"2018-07-16",2018,"C+"
"2207",2207,2206,"Florida Governor - Putnam vs. Levine","Gravis","Putnam 43, Levine 38",5,"2018-07-16",2018,"C+"
"2208",2208,2207,"Tennessee Governor - Republican Primary","Emerson","Lee 19, Boyd 22, Black 27, Harwell 14",5,"2018-07-16",2018,"B+"
"2209",2209,2208,"Tennessee Governor - Democratic Primary","Emerson","Dean 44, Fitzhugh 14",30,"2018-07-16",2018,"B+"
"2210",2210,2209,"Tennessee Governor - Black vs. Dean","Emerson","Dean 39, Black 35",4,"2018-07-16",2018,"B+"
"2211",2211,2210,"Tennessee Governor - Boyd vs. Dean","Emerson","Dean 36, Boyd 34",2,"2018-07-16",2018,"B+"
"2212",2212,2211,"Florida Governor - DeSantis vs. Levine","Gravis","DeSantis 40, Levine 38",2,"2018-07-16",2018,"C+"
"2213",2213,2212,"Michigan Governor - Republican Primary","JMC Analytics","Schuette 25, Calley 17, Colbeck 10, Hines 4",8,"2018-07-17",2018,"unknown"
"2214",2214,2213,"Hawaii Governor - Democratic Primary","Mason-Dixon","Ige 44, Hanabusa 40",4,"2018-07-17",2018,"B+"
"2215",2215,2214,"Hawaii Governor - Republican Primary","Mason-Dixon","Tupola 41, Carroll 28, L’Heureux 8",13,"2018-07-17",2018,"B+"
"2216",2216,2215,"Hawaii Governor - Tupola vs. Ige","Mason-Dixon","Ige 57, Tupola 34",23,"2018-07-17",2018,"B+"
"2217",2217,2216,"Hawaii Governor - Carroll vs. Ige","Mason-Dixon","Ige 62, Carroll 23",39,"2018-07-17",2018,"B+"
"2218",2218,2217,"Hawaii Governor - Tupola vs. Hanabusa","Mason-Dixon","Hanabusa 56, Tupola 28",28,"2018-07-17",2018,"B+"
"2219",2219,2218,"Hawaii Governor - Carroll vs. Hanabusa","Mason-Dixon","Hanabusa 51, Carroll 31",20,"2018-07-17",2018,"B+"
"2220",2220,2219,"New York Governor - Democratic Primary","Quinnipiac","Cuomo 59, Nixon 23",36,"2018-07-18",2018,"A-"
"2221",2221,2220,"New York Governor - Molinaro vs. Cuomo","Quinnipiac","Cuomo 57, Molinaro 31",26,"2018-07-18",2018,"A-"
"2222",2222,2221,"Wisconsin Governor - Democratic Primary","Marquette","Evers 31, Vinehout 6, McCabe 3, Soglin 4, Mitchell 6, Roys 3, Flynn 5",25,"2018-07-19",2018,"A"
"2223",2223,2222,"Georgia Governor - Republican Primary Run-Off","FOX 5 Atlanta/Opinion Savvy","Kemp 55, Cagle 37",18,"2018-07-19",2018,"C+"
"2224",2224,2223,"Georgia Governor - Republican Primary Run-Off","WXIA-TV/SurveyUSA","Kemp 40, Cagle 34",6,"2018-07-20",2018,"A"
"2225",2225,2224,"Georgia Governor - Cagle vs. Abrams","WXIA-TV/SurveyUSA","Cagle 45, Abrams 43",2,"2018-07-20",2018,"A"
"2226",2226,2225,"Georgia Governor - Kemp vs. Abrams","WXIA-TV/SurveyUSA","Abrams 44, Kemp 46",2,"2018-07-20",2018,"A"
"2227",2227,2226,"Oregon Governor - Buehler vs. Brown","Gravis","Brown 45, Buehler 45",0,"2018-07-21",2018,"C+"
"2228",2228,2227,"Michigan Governor - Republican Primary","Emerson","Schuette 35, Calley 13, Colbeck 7, Hines 9",22,"2018-07-23",2018,"B+"
"2229",2229,2228,"Georgia Governor - Republican Primary Run-Off","Trafalgar Group (R)","Kemp 59, Cagle 41",18,"2018-07-23",2018,"C"
"2230",2230,2229,"Tennessee Governor - Republican Primary","JMC Analytics","Lee 26, Boyd 20, Black 19, Harwell 16",6,"2018-07-23",2018,"unknown"
"2231",2231,2230,"Michigan Governor - Democratic Primary","Emerson","Whitmer 39, Thanedar 17, El-Sayed 12, Cobbs",22,"2018-07-23",2018,"B+"
"2232",2232,2231,"Michigan Governor - Schuette vs. Whitmer","Emerson","Whitmer 43, Schuette 36",7,"2018-07-23",2018,"B+"
"2233",2233,2232,"Florida Governor - Republican Primary","Florida Atlantic University","DeSantis 36, Putnam 27, Nathan 3, White 3, Devine 1, Baldauf",9,"2018-07-26",2018,"C+"
"2234",2234,2233,"Wisconsin Governor - Walker vs. Evers","NBC News/Marist","Evers 54, Walker 41",13,"2018-07-26",2018,"A"
"2235",2235,2234,"Wisconsin Governor - Democratic Primary","NBC News/Marist","Evers 25, Vinehout 7, McCabe 7, Soglin 6, Mitchell 3, Roys 3, Flynn 3",18,"2018-07-26",2018,"A"
"2236",2236,2235,"Florida Governor - Democratic Primary","Florida Atlantic University","Graham 20, Levine 16, Greene 14, Gillum 7, King 9",4,"2018-07-26",2018,"C+"
"2237",2237,2236,"Minnesota Governor - Republican Primary","NBC News/Marist","Pawlenty 51, Johnson 32",19,"2018-07-26",2018,"A"
"2238",2238,2237,"Oklahoma Governor - Cornett vs. Edmondson","Sooner Poll","Cornett 43, Edmondson 35",8,"2018-07-26",2018,"unknown"
"2239",2239,2238,"Minnesota Governor - Pawlenty vs. Swanson","NBC News/Marist","Swanson 51, Pawlenty 40",11,"2018-07-26",2018,"A"
"2240",2240,2239,"Minnesota Governor - Democratic Primary","NBC News/Marist","Swanson 28, Walz 24, Murphy 11",4,"2018-07-26",2018,"A"
"2241",2241,2240,"California Governor - Cox vs. Newsom","PPIC","Newsom 55, Cox 31",24,"2018-07-26",2018,"unknown"
"2242",2242,2241,"Oklahoma Governor - Republican Primary Run-Off","Sooner Poll","Stitt 38, Cornett 38",0,"2018-07-26",2018,"unknown"
"2243",2243,2242,"Oklahoma Governor - Stitt vs. Edmondson","Sooner Poll","Edmondson 40, Stitt 39",1,"2018-07-26",2018,"unknown"
"2244",2244,2243,"Michigan Governor - Democratic Primary","EPIC-MRA","Whitmer 49, Thanedar 22, El-Sayed 19, Cobbs",27,"2018-07-26",2018,"B+"
"2245",2245,2244,"Michigan Governor - Democratic Primary","NBC News/Marist","Whitmer 35, Thanedar 25, El-Sayed 22, Cobbs",10,"2018-07-26",2018,"A"
"2246",2246,2245,"Michigan Governor - Republican Primary","EPIC-MRA","Schuette 42, Calley 24, Colbeck 11, Hines 8",18,"2018-07-26",2018,"B+"
"2247",2247,2246,"Michigan Governor - Republican Primary","NBC News/Marist","Schuette 36, Calley 26, Colbeck 12, Hines",10,"2018-07-26",2018,"A"
"2248",2248,2247,"Minnesota Governor - Pawlenty vs. Murphy","NBC News/Marist","Murphy 48, Pawlenty 40",8,"2018-07-26",2018,"A"
"2249",2249,2248,"Minnesota Governor - Pawlenty vs. Walz","NBC News/Marist","Walz 51, Pawlenty 40",11,"2018-07-26",2018,"A"
"2250",2250,2249,"Michigan Governor - Schuette vs. Whitmer","NBC News/Marist","Whitmer 47, Schuette 38",9,"2018-07-26",2018,"A"
"2251",2251,2250,"Florida Governor - Republican Primary","Mason-Dixon","DeSantis 41, Putnam 29, Nathan 2, White 0, Devine 0, Baldauf 0",12,"2018-07-27",2018,"B+"
"2252",2252,2251,"Florida Governor - Democratic Primary","Mason-Dixon","Graham 27, Levine 18, Greene 12, Gillum 10, King 7",9,"2018-07-27",2018,"B+"
"2253",2253,2252,"Texas Governor - Abbott vs. Valdez","Texas Lyceum*","Abbott 47, Valdez 31",16,"2018-07-29",2018,"unknown"
"2254",2254,2253,"Wisconsin Governor - Walker vs. Evers","Emerson","Evers 48, Walker 41",7,"2018-07-30",2018,"B+"
"2255",2255,2254,"Wisconsin Governor - Democratic Primary","Emerson","Evers 30, Vinehout 10, McCabe 5, Soglin 5, Mitchell 5, Roys 7, Flynn 5",20,"2018-07-30",2018,"B+"
"2256",2256,2255,"New York Governor - Democratic Primary","Siena","Cuomo 60, Nixon 29",31,"2018-07-31",2018,"A"
"2257",2257,2256,"Georgia Governor - Kemp vs. Abrams","Gravis","Abrams 46, Kemp 44",2,"2018-07-31",2018,"C+"
"2258",2258,2257,"Nevada Governor - Laxalt vs. Sisolak","Suffolk*","Sisolak 41, Laxalt 42",1,"2018-07-31",2018,"B+"
"2259",2259,2258,"Michigan Governor - Republican Primary","Mitchell Research","Schuette 40, Calley 18, Colbeck 9, Hines 10",22,"2018-08-01",2018,"D-"
"2260",2260,2259,"Texas Governor - Abbott vs. Valdez","Quinnipiac","Abbott 51, Valdez 38",13,"2018-08-01",2018,"A-"
"2261",2261,2260,"Oregon Governor - Buehler vs. Brown","Clout Research (R)","Brown 42, Buehler 43",1,"2018-08-02",2018,"C"
"2262",2262,2261,"Oklahoma Governor - Republican Primary Run-Off","Remington Research (R)","Stitt 47, Cornett 37",10,"2018-08-03",2018,"C"
"2263",2263,2262,"Kansas Governor - Republican Primary","Trafalgar Group (R)","Colyer 36, Kobach 43, Barnett 11, Selzer 5",7,"2018-08-05",2018,"C"
"2264",2264,2263,"Kansas Governor - Republican Primary","Remington Research (R)","Colyer 34, Kobach 32, Barnett 14, Selzer 9",2,"2018-08-06",2018,"C"
"2265",2265,2264,"Rhode Island Governor - Fung vs. Raimondo","WPRI/Roger Williams*","Raimondo 39, Fung 37",2,"2018-08-06",2018,"unknown"
"2266",2266,2265,"Kansas Governor - Republican Primary","Remington Research (R)","Kobach 32, Colyer 34, Barnett 14, Selzer 9",2,"2018-08-06",2018,"C"
"2267",2267,2266,"Maine Governor - Moody vs. Mills","Suffolk*","Moody 39, Mills 39",0,"2018-08-08",2018,"B+"
"2268",2268,2267,"Minnesota Governor - Democratic Primary","Emerson","Swanson 29, Walz 28, Murphy 19",1,"2018-08-13",2018,"B+"
"2269",2269,2268,"Minnesota Governor - Republican Primary","Emerson","Pawlenty 43, Johnson 34",9,"2018-08-13",2018,"B+"
"2270",2270,2269,"Minnesota Governor - Pawlenty vs. Walz","Emerson","Walz 44, Pawlenty 33",11,"2018-08-13",2018,"B+"
"2271",2271,2270,"Minnesota Governor - Johnson vs. Walz","Emerson","Walz 40, Johnson 33",7,"2018-08-13",2018,"B+"
"2272",2272,2271,"Minnesota Governor - Pawlenty vs. Swanson","Emerson","Swanson 44, Pawlenty 36",8,"2018-08-13",2018,"B+"
"2273",2273,2272,"Minnesota Governor - Johnson vs. Swanson","Emerson","Swanson 37, Johnson 32",5,"2018-08-13",2018,"B+"
"2274",2274,2273,"Tennessee Governor - Lee vs. Dean","Gravis","Lee 51, Dean 40",11,"2018-08-14",2018,"C+"
"2275",2275,2274,"Florida Governor - Republican Primary","SurveyUSA","DeSantis 40, Putnam 38, Nathan 1, White 2, Baldauf 1, Devine 2",2,"2018-08-14",2018,"A"
"2276",2276,2275,"Florida Governor - Democratic Primary","SurveyUSA","Graham 22, Levine 22, Greene 16, Gillum 11, King 3",0,"2018-08-14",2018,"A"
"2277",2277,2276,"Maryland Governor - Hogan vs. Jealous","Gonzales Research","Hogan 52, Jealous 36",16,"2018-08-14",2018,"B-"
"2278",2278,2277,"Wyoming Governor - Republican Primary","Trafalgar Group (R)","Friess 21, Gordon 20, Hageman 16, Galeotos 10, Haynes 6, Dahlin 2",1,"2018-08-15",2018,"C"
"2279",2279,2278,"Wisconsin Governor - Walker vs. Evers","PPP (D)","Evers 49, Walker 44",5,"2018-08-17",2018,"B"
"2280",2280,2279,"New Hampshire Governor - Sununu vs. Marchand","UNH","Sununu 48, Marchand 33",15,"2018-08-20",2018,"unknown"
"2281",2281,2280,"New Mexico Governor - Pearce vs. Grisham","Emerson","Grisham 42, Pearce 40",2,"2018-08-20",2018,"B+"
"2282",2282,2281,"New Hampshire Governor - Sununu vs. Kelly","UNH","Sununu 48, Kelly 32",16,"2018-08-20",2018,"unknown"
"2283",2283,2282,"Michigan Governor - Schuette vs. Whitmer","Gravis","Whitmer 52, Schuette 37",15,"2018-08-21",2018,"C+"
"2284",2284,2283,"Florida Governor - Republican Primary","Florida Atlantic University","DeSantis 32, Putnam 31, Nathan 4, White 2, Baldauf 3, Devine 2",1,"2018-08-22",2018,"C+"
"2285",2285,2284,"Florida Governor - Democratic Primary","Florida Atlantic University","Graham 29, Levine 17, Greene 11, Gillum 11, King 10",12,"2018-08-22",2018,"C+"
"2286",2286,2285,"Wisconsin Governor - Walker vs. Evers","Marquette*","Evers 46, Walker 46",0,"2018-08-22",2018,"A"
"2287",2287,2286,"Minnesota Governor - Johnson vs. Walz","Suffolk*","Walz 46, Johnson 41",5,"2018-08-22",2018,"B+"
"2288",2288,2287,"Illinois Governor - Rauner vs. Pritzker","NBC News/Marist*","Pritzker 46, Rauner 30",16,"2018-08-22",2018,"A"
"2289",2289,2288,"Texas Governor - Abbott vs. Valdez","NBC News/Marist","Abbott 56, Valdez 37",19,"2018-08-22",2018,"A"
"2290",2290,2289,"Connecticut Governor - Stefanowski vs. Lamont","Quinnipiac","Lamont 53, Stefanowski 37",16,"2018-08-23",2018,"A-"
"2291",2291,2290,"Pennsylvania Governor - Wagner vs. Wolf","NBC News/Marist","Wolf 54, Wagner 40",14,"2018-08-23",2018,"A"
"2292",2292,2291,"Florida Governor - Democratic Primary","Gravis","Graham 26, Levine 18, Greene 19, Gillum 15, King 5",7,"2018-08-24",2018,"C+"
"2293",2293,2292,"Florida Governor - Republican Primary","Gravis","DeSantis 39, Putnam 24, Nathan 4, White 6, Baldauf, Devine",15,"2018-08-24",2018,"C+"
"2294",2294,2293,"Florida Governor - Democratic Primary","Gravis","Graham 26, Levine 18, Greene 19, Gillum 16, King 5",7,"2018-08-27",2018,"C+"
"2295",2295,2294,"Florida Governor - Republican Primary","Gravis","DeSantis 39, Putnam 27, Nathan 4, White 6, Baldauf, Devine",12,"2018-08-27",2018,"C+"
"2296",2296,2295,"Wisconsin Governor - Walker vs. Evers","Suffolk","Evers 46, Walker 44",2,"2018-08-28",2018,"B+"
"2297",2297,2296,"Connecticut Governor - Stefanowski vs. Lamont","Gravis","Lamont 49, Stefanowski 40",9,"2018-08-29",2018,"C+"
"2298",2298,2297,"Pennsylvania Governor - Wagner vs. Wolf","Franklin & Marshall*","Wolf 52, Wagner 35",17,"2018-08-30",2018,"B-"
"2299",2299,2298,"Florida Governor - DeSantis vs. Gillum","Quinnipiac","Gillum 50, DeSantis 47",3,"2018-09-04",2018,"A-"
"2300",2300,2299,"Florida Governor - DeSantis vs. Gillum","Gravis","Gillum 47, DeSantis 45",2,"2018-09-04",2018,"C+"
"2301",2301,2300,"Tennessee Governor - Lee vs. Dean","NBC News/Marist","Lee 53, Dean 40",13,"2018-09-06",2018,"A"
"2302",2302,2301,"Georgia Governor - Kemp vs. Abrams","Atlanta Journal-Constitution","Abrams 45, Kemp 45",0,"2018-09-07",2018,"unknown"
"2303",2303,2302,"Arizona Governor - Ducey vs. Garcia","Gravis","Ducey 48, Garcia 44",4,"2018-09-09",2018,"C+"
"2304",2304,2303,"Michigan Governor - Schuette vs. Whitmer","Detroit News/WDIV-TV","Whitmer 50, Schuette 36",14,"2018-09-10",2018,"unknown"
"2305",2305,2304,"Iowa Governor - Reynolds vs. Hubbell","Emerson","Hubbell 36, Reynolds 31",5,"2018-09-10",2018,"B+"
"2306",2306,2305,"New York Governor - Democratic Primary","Siena","Cuomo 63, Nixon 22",41,"2018-09-10",2018,"A"
"2307",2307,2306,"Nevada Governor - Laxalt vs. Sisolak vs. Lord","Suffolk*","Sisolak 37, Laxalt 35, Lord 5",2,"2018-09-11",2018,"B+"
"2308",2308,2307,"Nevada Governor - Laxalt vs. Sisolak","Suffolk*","Sisolak 37, Laxalt 35",2,"2018-09-11",2018,"B+"
"2309",2309,2308,"Oklahoma Governor - Stitt vs. Edmondson","Sooner Poll*","Stitt 47, Edmondson 44",3,"2018-09-11",2018,"unknown"
"2310",2310,2309,"Florida Governor - DeSantis vs. Gillum","SurveyUSA","Gillum 47, DeSantis 43",4,"2018-09-12",2018,"A"
"2311",2311,2310,"Arizona Governor - Ducey vs. Garcia","FOX News","Ducey 51, Garcia 40",11,"2018-09-13",2018,"A"
"2312",2312,2311,"Minnesota Governor - Johnson vs. Walz","KSTP/SurveyUSA","Walz 47, Johnson 40",7,"2018-09-13",2018,"A"
"2313",2313,2312,"Tennessee Governor - Lee vs. Dean","FOX News","Lee 55, Dean 35",20,"2018-09-13",2018,"A"
"2314",2314,2313,"Kansas Governor - Kobach vs. Kelly vs. Orman","PPP (D)","Kobach 39, Kelly 38, Orman 9",1,"2018-09-13",2018,"B"
"2315",2315,2314,"Arkansas Governor - Hutchinson vs. Henderson","Talk Business/Hendrix College*","Hutchinson 60, Henderson 25",35,"2018-09-14",2018,"B-"
"2316",2316,2315,"Florida Governor - DeSantis vs. Gillum","Rasmussen Reports","Gillum 48, DeSantis 42",6,"2018-09-14",2018,"C+"
"2317",2317,2316,"New Mexico Governor - Pearce vs. Grisham","Albuquerque Journal","Grisham 50, Pearce 43",7,"2018-09-15",2018,"unknown"
"2318",2318,2317,"Texas Governor - Abbott vs. Valdez","CBS 11/Dixie Strategies","Abbott 53, Valdez 34",19,"2018-09-16",2018,"B-"
"2319",2319,2318,"Minnesota Governor - Johnson vs. Walz","Star Tribune/Mason-Dixon","Walz 45, Johnson 36",9,"2018-09-16",2018,"B+"
"2320",2320,2319,"Oregon Governor - Buehler vs. Brown","Hoffman Research (R)*","Brown 46, Buehler 36",10,"2018-09-16",2018,"B-"
"2321",2321,2320,"Tennessee Governor - Lee vs. Dean","CNN","Lee 52, Dean 43",9,"2018-09-17",2018,"B+"
"2322",2322,2321,"Arizona Governor - Ducey vs. Garcia","CNN","Ducey 49, Garcia 46",3,"2018-09-17",2018,"B+"
"2323",2323,2322,"Texas Governor - Abbott vs. Valdez","Quinnipiac","Abbott 58, Valdez 39",19,"2018-09-18",2018,"A-"
"2324",2324,2323,"Michigan Governor - Schuette vs. Whitmer","Target-Insyght/MIRS","Whitmer 50, Schuette 41",9,"2018-09-18",2018,"unknown"
"2325",2325,2324,"Wisconsin Governor - Walker vs. Evers","Marquette*","Evers 49, Walker 44",5,"2018-09-18",2018,"A"
"2326",2326,2325,"Massachusetts Governor - Baker vs. Gonzalez","Boston Globe/Suffolk","Baker 55, Gonzalez 28",27,"2018-09-19",2018,"B+"
"2327",2327,2326,"Florida Governor - DeSantis vs. Gillum","Florida Atlantic University","Gillum 41, DeSantis 39",2,"2018-09-19",2018,"C+"
"2328",2328,2327,"Maryland Governor - Hogan vs. Jealous","Goucher College","Hogan 54, Jealous 32",22,"2018-09-19",2018,"unknown"
"2329",2329,2328,"Pennsylvania Governor - Wagner vs. Wolf","Rasmussen Reports","Wolf 52, Wagner 40",12,"2018-09-20",2018,"C+"
"2330",2330,2329,"Pennsylvania Governor - Wagner vs. Wolf","Morning Call*","Wolf 55, Wagner 36",19,"2018-09-21",2018,"unknown"
"2331",2331,2330,"Rhode Island Governor - Fung vs. Raimondo","WPRI/Roger Williams*","Raimondo 43, Fung 36",7,"2018-09-21",2018,"unknown"
"2332",2332,2331,"Michigan Governor - Schuette vs. Whitmer","Mitchell Research","Whitmer 48, Schuette 38",10,"2018-09-21",2018,"D-"
"2333",2333,2332,"Iowa Governor - Reynolds vs. Hubbell","Des Moines Register","Hubbell 43, Reynolds 41",2,"2018-09-23",2018,"unknown"
"2334",2334,2333,"Florida Governor - DeSantis vs. Gillum","UNF","Gillum 47, DeSantis 43",4,"2018-09-24",2018,"unknown"
"2335",2335,2334,"Arizona Governor - Ducey vs. Garcia","Emerson*","Ducey 42, Garcia 38",4,"2018-09-24",2018,"B+"
"2336",2336,2335,"Arizona Governor - Ducey vs. Garcia","NBC News/Marist","Ducey 51, Garcia 43",8,"2018-09-25",2018,"A"
"2337",2337,2336,"Oregon Governor - Buehler vs. Brown","Clout Research (R)","Brown 42, Buehler 41",1,"2018-09-25",2018,"C"
"2338",2338,2337,"Florida Governor - DeSantis vs. Gillum","NBC News/Marist","Gillum 48, DeSantis 43",5,"2018-09-25",2018,"A"
"2339",2339,2338,"Florida Governor - DeSantis vs. Gillum","Quinnipiac","Gillum 54, DeSantis 45",9,"2018-09-26",2018,"A-"
"2340",2340,2339,"Ohio Governor - DeWine vs. Cordray","NBC News/Marist","Cordray 47, DeWine 47",0,"2018-09-26",2018,"A"
