,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
192,685,"['H2AZ08102', 'H4MT01041', 'H4NY21079']",C00568048,H,House,"[2014, 2016]",J,Joint fundraising committee,T,2014-09-04,2014-09-04,2015-02-11,DC,0.3333333333333333
193,786,['P00007096'],C00671792,P,Presidential,[2018],P,Principal campaign committee,Q,2018-03-01,2018-03-01,2018-03-08,TX,1.0
194,855,['P20002861'],C00550061,P,Presidential,"[2014, 2016]",P,Principal campaign committee,A,2013-10-17,2013-10-17,2015-09-15,MI,1.0
195,856,['P60020427'],C00611392,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-03-09,2016-03-09,2018-04-27,OH,1.0
196,874,['P40003584'],C00564880,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-06-17,2018-10-11,2018-10-11,MD,1.0
197,954,['P60012598'],C00584904,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-25,2015-08-25,2018-04-26,ID,1.0
198,961,['P60008638'],C00587758,P,Presidential,[2016],P,Principal campaign committee,T,2015-09-25,2015-09-25,2016-12-16,AR,1.0
199,963,['S4IL00438'],C00546457,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-07-02,2013-07-12,2018-10-31,IL,1.0
200,979,['H4FL08085'],C00543439,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-04-08,2014-07-14,2016-04-05,FL,1.0
201,988,['H8NY17110'],C00679936,H,House,[2018],P,Principal campaign committee,Q,2018-05-31,2018-05-31,2018-10-22,NY,1.0
202,989,['H0OH07070'],C00677732,H,House,[2018],P,Principal campaign committee,T,2018-05-01,2018-05-01,2018-08-03,OH,1.0
203,993,['H4WV02080'],C00572362,N,PAC - Nonqualified,"[2016, 2018]",D,Leadership PAC,T,2015-02-09,2016-12-16,2017-06-06,WV,1.0
204,999,['S6OH00239'],C00567719,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-08-26,2014-09-19,2018-04-27,OH,1.0
205,1020,['H8WA08270'],C00680579,H,House,[2018],P,Principal campaign committee,Q,2018-06-09,2018-06-09,2018-06-09,WA,1.0
206,1024,['P60007457'],C00590554,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-25,2015-10-25,2018-04-26,TX,1.0
207,1033,['H0MI02094'],C00572347,N,PAC - Nonqualified,[2016],J,Joint fundraising committee,T,2015-02-02,2015-05-26,2015-07-14,GA,1.0
208,1050,['P60012440'],C00584839,V,PAC with Non-Contribution Account - Nonqualified,"[2016, 2018]",U,Unauthorized,A,2015-08-24,2015-10-19,2018-04-06,AR,1.0
209,1068,"['S0IL00261', 'S0OH00133', 'S0WI00197', 'S4NC00089', 'S4PA00121']",C00573717,S,Senate,"[2016, 2018]",J,Joint fundraising committee,T,2015-03-02,2015-03-02,2017-02-15,VA,0.2
210,1107,['S0MI00056'],C00501452,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-08-31,2012-09-10,2014-04-22,MI,1.0
211,1165,['H0CA19173'],C00491332,N,PAC - Nonqualified,"[2010, 2012]",J,Joint fundraising committee,T,2010-11-16,2010-12-10,2011-07-22,VA,1.0
212,1215,['H6MD06212'],C00582296,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-07-29,2018-09-19,2018-10-26,MD,1.0
213,1219,['H8CA50098'],C00635888,H,House,[2018],P,Principal campaign committee,Q,2017-03-27,2018-10-24,2018-11-02,CA,1.0
214,1220,['H2NV02395'],C00496760,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-05-19,2017-09-11,2018-11-01,NV,1.0
215,1221,['H2NV02395'],C00499293,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2011-07-19,2011-07-19,2013-02-06,VA,1.0
216,1223,['P60013984'],C00585539,P,Presidential,"[2016, 2018]",A,Authorized by a candidate,A,2015-08-30,2015-08-30,2018-04-26,CA,1.0
217,1227,['H2ID02166'],C00611467,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-03-10,2016-03-10,2016-03-10,DC,1.0
218,1228,['H8NV04018'],C00649707,H,House,[2018],P,Principal campaign committee,Q,2017-07-09,2017-10-09,2018-10-16,NV,1.0
219,1230,['H8KY06164'],C00646745,H,House,[2018],P,Principal campaign committee,Q,2017-06-01,2018-08-14,2018-11-02,KY,1.0
220,1231,['S4CO00353'],C00551598,S,Senate,"[2014, 2016]",P,Principal campaign committee,T,2013-11-06,2013-11-06,2015-02-22,MT,1.0
221,1234,['H8AZ04132'],C00651620,H,House,[2018],P,Principal campaign committee,Q,2017-07-27,2017-09-01,2018-10-15,AZ,1.0
222,1235,['H6MD08473'],C00577650,H,House,[2016],P,Principal campaign committee,T,2015-05-11,2015-05-11,2016-11-04,MD,1.0
223,1236,['H8TX21265'],C00661736,H,House,[2018],P,Principal campaign committee,T,2017-11-28,2017-11-28,2018-05-03,TX,1.0
224,1237,['H6ME01215'],C00603738,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-01-16,2016-05-31,2018-10-15,ME,1.0
225,1238,['H4FL18050'],C00545129,H,House,[2014],P,Principal campaign committee,T,2013-05-22,2013-05-22,2014-04-08,FL,1.0
226,1239,['H2WA02169'],C00496877,H,House,[2012],P,Principal campaign committee,T,2011-05-25,2012-03-22,2012-10-31,WA,1.0
227,1240,['H6GA03121'],C00609537,H,House,[2016],P,Principal campaign committee,A,2016-02-19,2016-02-19,2016-11-03,GA,1.0
228,1241,['H8CT03067'],C00656389,H,House,[2018],P,Principal campaign committee,T,2017-09-25,2017-09-25,2018-08-02,CT,1.0
229,1242,['S8MN00677'],C00680751,S,Senate,[2018],P,Principal campaign committee,Q,2018-06-05,2018-06-05,2018-06-05,MN,1.0
230,1243,['H2GA12105'],C00502302,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-09-12,2012-09-27,2013-01-09,GA,1.0
231,1244,['S6WI00152'],C00591123,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2015-11-02,2015-11-02,2018-04-26,WI,1.0
232,1245,['H0AL06104'],C00681213,H,House,[2018],P,Principal campaign committee,Q,2018-06-18,2018-06-18,2018-06-18,AL,1.0
233,1246,['H8LA06162'],C00676569,H,House,[2018],P,Principal campaign committee,Q,2018-04-17,2018-05-16,2018-10-27,LA,1.0
234,1247,['H8KS03106'],C00647669,H,House,[2018],P,Principal campaign committee,Q,2017-06-13,2017-10-26,2018-10-15,KS,1.0
235,1248,['S6IL00300'],C00579227,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2015-06-04,2015-06-04,2018-08-15,IL,1.0
236,1249,['P20002697'],C00496687,P,Presidential,"[2012, 2014]",P,Principal campaign committee,A,2011-05-20,2011-05-20,2014-01-10,NY,1.0
237,1250,['H4NY18091'],C00554279,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-01-07,2014-04-29,2018-04-26,NY,1.0
238,1251,['H2SC00020'],C00504993,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-11-01,2013-04-26,2017-07-26,SC,1.0
239,1253,['H2AZ09043'],C00511980,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-02-06,2012-02-06,2013-10-29,AZ,1.0
240,1254,['H8GA06310'],C00635177,H,House,[2018],P,Principal campaign committee,Q,2017-03-16,2017-03-16,2018-10-31,GA,1.0
241,1255,['H8CA32070'],C00632885,H,House,[2018],P,Principal campaign committee,Q,2017-02-10,2017-02-10,2018-10-17,CA,1.0
242,1256,['H8MO06134'],C00682690,H,House,[2018],P,Principal campaign committee,Q,2018-07-12,2018-07-13,2018-10-31,MO,1.0
243,1257,['H6CA22166'],C00593566,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-05,2016-01-12,2018-04-26,CA,1.0
244,1259,['H2KY02117'],C00531541,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-10-03,2012-10-31,2013-02-19,WV,1.0
245,1260,['H8CO07102'],C00672485,H,House,[2018],P,Principal campaign committee,T,2018-03-07,2018-03-07,2018-04-02,CO,1.0
246,1263,['H8CA07056'],C00649400,H,House,[2018],P,Principal campaign committee,Q,2017-07-03,2017-07-03,2018-11-02,CA,1.0
247,1264,['S2DE00098'],C00522201,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2012-05-29,2012-06-18,2018-04-27,DE,1.0
248,1265,['H8NJ12090'],C00655951,H,House,[2018],P,Principal campaign committee,Q,2017-09-19,2018-04-01,2018-04-01,NJ,1.0
249,1266,['H2WA00049'],C00499491,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-07-25,2012-04-16,2015-11-12,WA,1.0
250,1268,['H8CA22139'],C00638510,H,House,[2018],P,Principal campaign committee,Q,2017-04-25,2018-07-05,2018-11-01,CA,1.0
251,1269,['H8FL15180'],C00646455,H,House,[2018],P,Principal campaign committee,Q,2017-05-29,2017-11-07,2018-10-13,FL,1.0
252,1270,['P60016714'],C00589143,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-08,2015-10-09,2018-04-26,TX,1.0
253,1271,['H4IN08199'],C00553131,H,House,[2014],P,Principal campaign committee,T,2013-12-09,2013-12-09,2014-09-26,IN,1.0
254,1272,['P60018983'],C00603035,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-01-08,2016-01-08,2018-04-26,IA,1.0
255,1273,['P60008349'],C00580035,P,Presidential,"[2016, 2018]",A,Authorized by a candidate,A,2015-06-25,2015-06-25,2018-04-26,FL,1.0
256,1274,['H8NM02180'],C00657247,H,House,[2018],P,Principal campaign committee,T,2017-10-04,2017-10-04,2018-03-06,AZ,1.0
257,1275,['H8NM02180'],C00657239,H,House,[2018],A,Authorized by a candidate,T,2017-10-04,2017-10-05,2018-03-22,NM,1.0
258,1276,['P60011723'],C00584474,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-22,2015-08-22,2018-04-26,MS,1.0
259,1277,['H8FL16030'],C00631846,H,House,[2018],P,Principal campaign committee,T,2017-01-26,2017-01-26,2017-11-16,FL,1.0
260,1278,['H6IL04138'],C00577767,H,House,[2016],P,Principal campaign committee,T,2015-05-12,2015-06-14,2016-08-10,IL,1.0
261,1279,['S8IN00114'],C00630442,S,Senate,[2018],P,Principal campaign committee,Q,2017-01-03,2017-02-22,2017-02-22,IL,1.0
262,1280,['S8IN00148'],C00638692,S,Senate,[2018],P,Principal campaign committee,Q,2017-04-26,2017-04-26,2018-10-31,IN,1.0
263,1281,['H4AZ09023'],C00543280,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-04-01,2014-03-03,2018-10-02,AZ,1.0
264,1282,['H6MN02172'],C00610097,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-02-25,2016-03-24,2018-04-26,MN,1.0
265,1283,['P60020690'],C00613554,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-04-01,2016-04-01,2018-04-26,CO,1.0
266,1284,['H0KY06104'],C00524728,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2012-07-11,2012-08-02,2013-04-09,KY,1.0
267,1286,['P60005683'],C00571307,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-12-30,2014-12-30,2018-04-26,CA,1.0
268,1287,['H6WI04063'],C00589887,H,House,[2016],P,Principal campaign committee,T,2015-10-17,2015-10-17,2016-12-27,FL,1.0
269,1288,['H2NC09126'],C00514380,H,House,[2012],P,Principal campaign committee,T,2012-02-23,2012-02-23,2012-08-27,NC,1.0
270,1289,['H8NJ03206'],C00648220,H,House,[2018],P,Principal campaign committee,Q,2017-06-19,2018-07-15,2018-11-01,NJ,1.0
271,1290,['H8MI09118'],C00662619,H,House,[2018],P,Principal campaign committee,Q,2017-12-06,2017-12-06,2018-11-02,MI,1.0
272,1291,['S4NH00096'],C00546432,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-07-01,2013-07-01,2018-04-26,NH,1.0
273,1292,['P00003731'],C00492959,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-02-08,2011-04-04,2015-08-26,NY,1.0
274,1293,"['H6NH02196', 'P00002931']",C00651257,H,House,[2018],P,Principal campaign committee,Q,2017-07-24,2017-07-24,2017-07-24,NH,0.5
275,1294,['P60008943'],C00581405,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-16,2015-07-16,2018-04-26,NY,1.0
276,1295,['H2VA06180'],C00498410,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-07-01,2011-09-19,2013-05-30,VA,1.0
277,1296,['H8CA39182'],C00652107,H,House,[2018],P,Principal campaign committee,Q,2017-07-28,2017-10-27,2018-10-22,CA,1.0
278,1297,['H0AZ01325'],C00550012,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-10-03,2014-09-24,2015-01-30,AZ,1.0
279,1298,['H6PA08210'],C00580571,H,House,[2016],P,Principal campaign committee,T,2015-07-06,2015-07-06,2016-06-03,PA,1.0
280,1299,['H4CA47069'],C00552604,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-11-27,2016-08-25,2018-10-16,CA,1.0
281,1301,['H4IA01101'],C00546994,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-07-13,2013-09-30,2016-04-01,IA,1.0
282,1306,['P00007476'],C00676288,P,Presidential,[2018],P,Principal campaign committee,Q,2018-04-14,2018-04-14,2018-04-14,CA,1.0
283,1308,['H0GA08065'],C00611582,H,House,[2016],P,Principal campaign committee,T,2016-03-10,2016-03-10,2016-12-23,GA,1.0
284,1309,['S6FL00442'],C00611756,S,Senate,"[2016, 2018]",P,Principal campaign committee,Q,2016-03-09,2018-01-25,2018-01-25,FL,1.0
285,1310,['H8CA34324'],C00635409,H,House,[2018],P,Principal campaign committee,A,2017-03-17,2017-03-17,2018-08-15,CA,1.0
286,1311,['H2IL15083'],C00511816,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-02-01,2012-09-29,2014-02-06,IL,1.0
287,1312,['H2OH05021'],C00505909,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-11-14,2012-05-09,2013-04-30,OH,1.0
288,1313,['H6CT03145'],C00617431,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-05-16,2018-01-23,2018-01-23,CT,1.0
289,1314,['H6CA14114'],C00612390,H,House,[2016],P,Principal campaign committee,T,2016-03-19,2016-03-19,2016-11-22,CA,1.0
290,1315,['H2FL26065'],C00531566,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-10-03,2012-10-03,2013-02-04,FL,1.0
291,1316,['H8CA29100'],C00648634,H,House,[2018],P,Principal campaign committee,T,2017-06-26,2017-06-26,2018-08-01,CA,1.0
292,1317,['S8MO00186'],C00659128,S,Senate,[2018],P,Principal campaign committee,Q,2017-10-25,2017-10-25,2018-07-24,MO,1.0
293,1318,['H8FL12096'],C00669945,H,House,[2018],P,Principal campaign committee,Q,2018-02-14,2018-02-14,2018-10-24,FL,1.0
294,1319,['P60004983'],C00653527,P,Presidential,[2018],P,Principal campaign committee,Q,2017-08-21,2017-08-21,2017-08-24,HI,1.0
295,1320,['H8NM02214'],C00663997,H,House,[2018],P,Principal campaign committee,Q,2017-12-22,2018-01-30,2018-10-31,NM,1.0
296,1321,['H6PR01015'],C00597682,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-17,2015-12-17,2018-04-26,PR,1.0
297,1322,['H8FL27177'],C00664763,H,House,[2018],P,Principal campaign committee,Q,2018-01-03,2018-04-16,2018-10-31,FL,1.0
298,1323,['H6MN02131'],C00575209,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-04-05,2018-10-19,2018-11-01,MN,1.0
299,1324,['H6WA03176'],C00581017,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-07-13,2015-10-15,2018-04-26,WA,1.0
300,1325,['S2ME00109'],C00516047,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-03-14,2018-10-11,2018-11-02,ME,1.0
301,1326,['P60015245'],C00586677,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-13,2015-09-13,2018-04-26,CA,1.0
302,1331,['H8AZ06103'],C00655134,H,House,[2018],P,Principal campaign committee,Q,2017-09-11,2017-09-11,2018-10-25,AZ,1.0
303,1332,['P60009610'],C00673434,P,Presidential,[2018],P,Principal campaign committee,Q,2018-03-14,2018-03-14,2018-03-14,TX,1.0
304,1333,['P60014560'],C00578815,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-06-02,2015-06-02,2018-04-26,CA,1.0
305,1335,['H8SC02114'],C00661009,H,House,[2018],P,Principal campaign committee,Q,2017-11-17,2018-06-07,2018-10-15,SC,1.0
306,1336,['H8IA03116'],C00636688,H,House,[2018],P,Principal campaign committee,T,2017-04-04,2017-04-04,2017-07-28,IA,1.0
307,1338,['H2CA06184'],C00515460,H,House,"[2012, 2014]",P,Principal campaign committee,A,2012-03-13,2012-03-13,2013-04-08,CA,1.0
308,1340,['H6CT02154'],C00613992,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-04-05,2016-04-05,2017-02-03,CT,1.0
309,1341,['H4IL13175'],C00544486,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-05-07,2013-12-13,2015-02-03,IL,1.0
310,1342,['H4AR02158'],C00552257,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-11-21,2014-05-01,2015-02-11,AR,1.0
311,1343,['H2MN06172'],C00516450,H,House,"[2012, 2014]",P,Principal campaign committee,A,2012-03-20,2012-03-20,2013-04-08,MN,1.0
312,1344,['S4SD00064'],C00547539,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-07-24,2013-08-30,2018-10-07,FL,1.0
313,1345,"['H4NV01153', 'H6NV03097']",C00559492,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-03-13,2014-07-14,2018-10-15,NV,0.5
314,1347,['H8NM01414'],C00650838,H,House,[2018],P,Principal campaign committee,T,2017-07-19,2017-07-19,2018-02-22,NM,1.0
315,1348,['H0NH02181'],C00526210,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",J,Joint fundraising committee,Q,2012-08-06,2017-05-11,2018-10-25,RI,1.0
316,1352,['H2MO02102'],C00495846,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-04-27,2013-06-18,2018-11-02,MO,1.0
317,1356,['H6AZ08129'],C00500926,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-08-22,2012-07-06,2013-05-20,AZ,1.0
318,1357,['H2CA08180'],C00513416,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-02-21,2012-03-27,2013-01-10,CA,1.0
319,1358,['H8AL04102'],C00667352,H,House,[2018],P,Principal campaign committee,Q,2018-01-26,2018-01-26,2018-10-31,AL,1.0
320,1359,['H6MD04209'],C00574640,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-03-24,2015-06-15,2018-11-02,MD,1.0
321,1360,['H8IL07103'],C00639971,H,House,[2018],P,Principal campaign committee,T,2017-05-10,2017-07-05,2018-05-03,TN,1.0
322,1361,['H4NJ06109'],C00561043,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-04-04,2014-05-21,2015-04-22,NJ,1.0
323,1362,['H8OH16124'],C00654079,H,House,[2018],P,Principal campaign committee,Q,2017-08-23,2017-08-23,2018-11-02,OH,1.0
324,1363,['P00007898'],C00682096,P,Presidential,[2018],P,Principal campaign committee,Q,2018-07-03,2018-07-03,2018-07-03,FL,1.0
325,1364,['H8IL15064'],C00648139,H,House,[2018],P,Principal campaign committee,T,2017-06-19,2017-06-19,2018-01-12,IL,1.0
326,1365,['H8NY14133'],C00689349,H,House,[2018],P,Principal campaign committee,Q,2018-10-10,2018-10-10,2018-10-15,NY,1.0
327,1368,['H2AZ08045'],C00500181,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-07-27,2011-07-27,2018-04-26,AZ,1.0
328,1369,['H6ID02183'],C00607366,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-01-28,2016-03-11,2018-03-08,ID,1.0
329,1370,['H8HI02158'],C00672410,H,House,[2018],P,Principal campaign committee,T,2018-03-06,2018-03-07,2018-10-02,HI,1.0
330,1372,['H2TX15088'],C00518274,H,House,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,A,2012-04-05,2012-04-05,2018-04-26,TX,1.0
331,1376,['P60019650'],C00608679,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-02-10,2016-02-10,2018-04-26,FL,1.0
332,1377,['H8NM01323'],C00637272,H,House,[2018],P,Principal campaign committee,Q,2017-04-10,2018-05-31,2018-10-15,NM,1.0
333,1378,['H2NC08219'],C00561555,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-04-14,2014-04-14,2016-01-05,NC,1.0
334,1379,['H2NC08219'],C00527465,H,House,"[2012, 2014, 2016]",A,Authorized by a candidate,A,2012-08-20,2012-08-20,2015-12-16,NC,1.0
335,1380,['H8CA26114'],C00639690,H,House,[2018],P,Principal campaign committee,Q,2017-05-08,2017-05-08,2018-10-30,CA,1.0
336,1381,['H8NJ11233'],C00672246,H,House,[2018],P,Principal campaign committee,T,2018-03-02,2018-03-02,2018-07-13,NJ,1.0
337,1383,['H8VT01065'],C00684696,H,House,[2018],P,Principal campaign committee,Q,2018-08-08,2018-09-06,2018-10-25,VT,1.0
338,1388,['H8IA04122'],C00655274,H,House,[2018],P,Principal campaign committee,T,2017-09-12,2018-03-30,2018-08-13,IA,1.0
339,1389,['H6GA03154'],C00614685,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-04-13,2016-04-13,2018-04-26,GA,1.0
340,1394,['H4IA03065'],C00546507,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-07-03,2015-01-15,2016-03-22,IA,1.0
341,1397,['H8MO06118'],C00668939,H,House,[2018],P,Principal campaign committee,T,2018-02-06,2018-04-02,2018-10-25,MO,1.0
342,1398,['H6CA49102'],C00581595,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-07-20,2018-08-30,2018-10-23,CA,1.0
343,1406,['P20002374'],C00491902,P,Presidential,"[2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2010-12-21,2011-03-14,2015-08-26,NM,1.0
344,1408,['H2IA02053'],C00498402,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-07-01,2012-10-15,2013-01-25,IA,1.0
345,1409,['H8SC05174'],C00634709,H,House,[2018],P,Principal campaign committee,Q,2017-03-09,2017-03-09,2018-10-25,SC,1.0
346,1415,['H8AZ03142'],C00663245,H,House,[2018],P,Principal campaign committee,Q,2017-12-13,2017-12-29,2018-10-14,AZ,1.0
347,1420,['H2FL02082'],C00502492,H,House,[2012],P,Principal campaign committee,T,2011-09-22,2011-09-22,2012-07-25,FL,1.0
348,1423,['H8FL27169'],C00664649,H,House,[2018],P,Principal campaign committee,T,2018-01-03,2018-01-03,2018-10-12,FL,1.0
349,1430,"['H0AZ03321', 'H0AZ08056', 'H2AZ08102']",C00529016,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2012-09-12,2012-09-12,2013-02-12,GA,0.3333333333333333
350,1431,"['H0AZ01325', 'H2AZ08102', 'H2AZ09035']",C00568758,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2014-09-19,2014-09-19,2014-12-18,VA,0.3333333333333333
351,1447,['S0NY00410'],C00665166,S,Senate,[2018],J,Joint fundraising committee,T,2018-01-08,2018-01-10,2018-05-24,MA,1.0
352,1448,"['S8AZ00197', 'S8NV00156']",C00661314,S,Senate,[2018],J,Joint fundraising committee,Q,2017-11-21,2018-07-27,2018-10-20,DC,0.5
