name,party,race_type,year,state
mia love,r,house,2014,UT
doug owens,d,house,2014,UT
jim vein,o,house,2014,UT
collin simonsen,o,house,2014,UT
peter welch,d,house,2014,VT
mark donka,r,house,2014,VT
cris ericson,o,house,2014,VT
jerry trudell,o,house,2014,VT
randall meyer,o,house,2014,VT
rob wittman,r,house,2014,VA
norm mosher,d,house,2014,VA
scott rigell,r,house,2014,VA
suzanne patrick,d,house,2014,VA
bobby scott,d,house,2014,VA
randy forbes,r,house,2014,VA
elliott fausz,d,house,2014,VA
bo brown,o,house,2014,VA
robert hurt,r,house,2014,VA
lawrence gaughan,d,house,2014,VA
paul jones,o,house,2014,VA
bob goodlatte,r,house,2014,VA
william hammer,o,house,2014,VA
dave brat,r,house,2014,VA
jack trammell,d,house,2014,VA
james carr,o,house,2014,VA
don beyer,d,house,2014,VA
micah edmond,r,house,2014,VA
gwendolyn beck,o,house,2014,VA
jeffrey carson,o,house,2014,VA
morgan griffith,r,house,2014,VA
william carr,o,house,2014,VA
barbara comstock,r,house,2014,VA
john foust,d,house,2014,VA
bill redpath,o,house,2014,VA
brad eickholt,o,house,2014,VA
gerry connolly,d,house,2014,VA
suzanne scholte,r,house,2014,VA
marc harrold,o,house,2014,VA
joe galdo,o,house,2014,VA
suzan delbene,d,house,2014,WA
pedro celis,r,house,2014,WA
rick larsen,d,house,2014,WA
bj guillot,r,house,2014,WA
jaime herrera beutler,r,house,2014,WA
bob dingethal,d,house,2014,WA
dan newhouse,r,house,2014,WA
clint didier,r,house,2014,WA
cathy mcmorris rodgers,r,house,2014,WA
joe pakootas,d,house,2014,WA
derek kilmer,d,house,2014,WA
marty mcclendon,r,house,2014,WA
jim mcdermott,d,house,2014,WA
craig keller,r,house,2014,WA
dave reichert,r,house,2014,WA
jason ritchie,d,house,2014,WA
adam smith,d,house,2014,WA
doug basler,r,house,2014,WA
denny heck,d,house,2014,WA
joyce mcdonald,r,house,2014,WA
david mckinley,r,house,2014,WV
glen gainer iii,d,house,2014,WV
alex x mooney,r,house,2014,WV
nick casey,d,house,2014,WV
davy jones,o,house,2014,WV
ed rabel,o,house,2014,WV
evan jenkins,r,house,2014,WV
nick rahall,d,house,2014,WV
paul ryan,r,house,2014,WI
rob zerban,d,house,2014,WI
mark pocan,d,house,2014,WI
peter theron,r,house,2014,WI
ron kind,d,house,2014,WI
tony kurtz,r,house,2014,WI
gwen moore,d,house,2014,WI
dan sebring,r,house,2014,WI
robert raymond,o,house,2014,WI
jim sensenbrenner,r,house,2014,WI
chris rockwood,d,house,2014,WI
glenn grothman,r,house,2014,WI
mark harris,d,house,2014,WI
gus fahrendorf,o,house,2014,WI
sean duffy,r,house,2014,WI
kelly westlund,d,house,2014,WI
lawrence dale,o,house,2014,WI
reid ribble,r,house,2014,WI
ron gruett,d,house,2014,WI
cynthia lummis,r,house,2014,WY
richard grayson,d,house,2014,WY
richard brubaker,o,house,2014,WY
daniel cummings,o,house,2014,WY
bradley byrne,r,house,2016,AL
martha roby,r,house,2016,AL
nathan mathis,d,house,2016,AL
mike rogers,r,house,2016,AL
jesse smith,d,house,2016,AL
robert aderholt,r,house,2016,AL
mo brooks,r,house,2016,AL
will boyd,d,house,2016,AL
gary palmer,r,house,2016,AL
david putman,d,house,2016,AL
terri sewell,d,house,2016,AL
don young,r,house,2016,AK
steve lindbeck,d,house,2016,AK
jim c mcdermott,o,house,2016,AK
bernie souphanavong,o,house,2016,AK
tom ohalleran,d,house,2016,AZ
paul babeu,r,house,2016,AZ
ray parrish,o,house,2016,AZ
martha mcsally,r,house,2016,AZ
matt heinz,d,house,2016,AZ
raul grijalva,d,house,2016,AZ
paul gosar,r,house,2016,AZ
mikel weisser,d,house,2016,AZ
andy biggs,r,house,2016,AZ
talia fuentes,d,house,2016,AZ
david schweikert,r,house,2016,AZ
w john williamson,d,house,2016,AZ
ruben gallego,d,house,2016,AZ
eve nunez,r,house,2016,AZ
trent franks,r,house,2016,AZ
mark salazar,o,house,2016,AZ
kyrsten sinema,d,house,2016,AZ
dave giles,r,house,2016,AZ
rick crawford,r,house,2016,AR
mark west,o,house,2016,AR
french hill,r,house,2016,AR
dianne curry,d,house,2016,AR
chris hayes,o,house,2016,AR
steve womack,r,house,2016,AR
steve isaacson,o,house,2016,AR
bruce westerman,r,house,2016,AR
kerry hicks,o,house,2016,AR
doug lamalfa,r,house,2016,CA
jim reed,d,house,2016,CA
jared huffman,d,house,2016,CA
dale mensing,r,house,2016,CA
john garamendi,d,house,2016,CA
eugene cleek,r,house,2016,CA
tom mcclintock,r,house,2016,CA
bob derlet,d,house,2016,CA
mike thompson,d,house,2016,CA
carlos santamaria,r,house,2016,CA
doris matsui,d,house,2016,CA
bob evans,r,house,2016,CA
ami bera,d,house,2016,CA
scott jones,r,house,2016,CA
paul cook,r,house,2016,CA
rita ramirez,d,house,2016,CA
jerry mcnerney,d,house,2016,CA
tony amador,r,house,2016,CA
jeff denham,r,house,2016,CA
michael eggman,d,house,2016,CA
mark desaulnier,d,house,2016,CA
roger petersen,r,house,2016,CA
nancy pelosi,d,house,2016,CA
barbara lee,d,house,2016,CA
sue caro,r,house,2016,CA
jackie speier,d,house,2016,CA
angel cardenas,r,house,2016,CA
eric swalwell,d,house,2016,CA
danny turner,r,house,2016,CA
jim costa,d,house,2016,CA
johnny tacherra,r,house,2016,CA
ro khanna,d,house,2016,CA
mike honda,d,house,2016,CA
anna eshoo,d,house,2016,CA
richard fox,r,house,2016,CA
zoe lofgren,d,house,2016,CA
g burt lancaster,r,house,2016,CA
jimmy panetta,d,house,2016,CA
casey lucius,r,house,2016,CA
david valadao,r,house,2016,CA
emilio huerta,d,house,2016,CA
devin nunes,r,house,2016,CA
louie campos,d,house,2016,CA
kevin mccarthy,r,house,2016,CA
wendy reed,d,house,2016,CA
salud carbajal,d,house,2016,CA
justin fareed,r,house,2016,CA
steve knight,r,house,2016,CA
bryan caforio,d,house,2016,CA
julia brownley,d,house,2016,CA
rafael dagnesses,r,house,2016,CA
judy chu,d,house,2016,CA
jack orswell,r,house,2016,CA
adam schiff,d,house,2016,CA
lenore solis,r,house,2016,CA
tony cardenas,d,house,2016,CA
richard alarcon,d,house,2016,CA
brad sherman,d,house,2016,CA
mark reed,r,house,2016,CA
pete aguilar,d,house,2016,CA
paul chabot,r,house,2016,CA
grace napolitano,d,house,2016,CA
roger hernandez,d,house,2016,CA
ted lieu,d,house,2016,CA
kenneth wright,r,house,2016,CA
xavier becerra,d,house,2016,CA
adrienne edwards,d,house,2016,CA
norma torres,d,house,2016,CA
tyler fischella,r,house,2016,CA
raul ruiz,d,house,2016,CA
jeff stone,r,house,2016,CA
karen bass,d,house,2016,CA
chris wiggins,d,house,2016,CA
linda sanchez,d,house,2016,CA
ryan downing,r,house,2016,CA
ed royce,r,house,2016,CA
brett murdock,d,house,2016,CA
lucille roybalallard,d,house,2016,CA
mark takano,d,house,2016,CA
doug shepherd,r,house,2016,CA
ken calvert,r,house,2016,CA
tim sheridan,d,house,2016,CA
maxine waters,d,house,2016,CA
omar navarro,r,house,2016,CA
nanette barragan,d,house,2016,CA
isadore hall iii,d,house,2016,CA
mimi walters,r,house,2016,CA
ron varasteh,d,house,2016,CA
lou correa,d,house,2016,CA
bao nguyen,d,house,2016,CA
alan lowenthal,d,house,2016,CA
andy whallon,r,house,2016,CA
dana rohrabacher,r,house,2016,CA
suzanne savary,d,house,2016,CA
darrell issa,r,house,2016,CA
doug applegate,d,house,2016,CA
duncan d hunter,r,house,2016,CA
patrick malloy,d,house,2016,CA
juan vargas,d,house,2016,CA
juan hidalgo,r,house,2016,CA
scott peters,d,house,2016,CA
denise gitsham,r,house,2016,CA
susan davis,d,house,2016,CA
james veltmeyer,r,house,2016,CA
diana degette,d,house,2016,CO
casper stockham,r,house,2016,CO
darrell dinges,o,house,2016,CO
jared polis,d,house,2016,CO
nic morse,r,house,2016,CO
richard longstreth,o,house,2016,CO
scott tipton,r,house,2016,CO
gail schwartz,d,house,2016,CO
gaylon kent,o,house,2016,CO
ken buck,r,house,2016,CO
bob seay,d,house,2016,CO
bruce griffith,o,house,2016,CO
doug lamborn,r,house,2016,CO
misty plowright,d,house,2016,CO
mike mcredmond,o,house,2016,CO
mike coffman,r,house,2016,CO
morgan carroll,d,house,2016,CO
norm olsen,o,house,2016,CO
robert lee worthey,o,house,2016,CO
ed perlmutter,d,house,2016,CO
george athanasopoulos,r,house,2016,CO
martin buchanan,o,house,2016,CO
john larson,d,house,2016,CT
matthew corey,r,house,2016,CT
mike derosa,o,house,2016,CT
joe courtney,d,house,2016,CT
daria novak,r,house,2016,CT
dan reale,o,house,2016,CT
jonathan pelto,o,house,2016,CT
rosa delauro,d,house,2016,CT
angel cadena,r,house,2016,CT
jim himes,d,house,2016,CT
john shaban,r,house,2016,CT
elizabeth esty,d,house,2016,CT
clay cope,r,house,2016,CT
john pistone,o,house,2016,CT
lisa blunt rochester,d,house,2016,DE
hans reigle,r,house,2016,DE
scott gesty,o,house,2016,DE
mark perri,o,house,2016,DE
matt gaetz,r,house,2016,FL
steven specht,d,house,2016,FL
neal dunn,r,house,2016,FL
walter dartland,d,house,2016,FL
rob lapham,o,house,2016,FL
ted yoho,r,house,2016,FL
ken mcgurn,d,house,2016,FL
john rutherford,r,house,2016,FL
david e bruderly,d,house,2016,FL
al lawson,d,house,2016,FL
glo smith,r,house,2016,FL
ron desantis,r,house,2016,FL
bill mccullough,d,house,2016,FL
stephanie murphy,d,house,2016,FL
john mica,r,house,2016,FL
bill posey,r,house,2016,FL
corry westbrook,d,house,2016,FL
darren soto,d,house,2016,FL
wayne liebnitzky,r,house,2016,FL
val demings,d,house,2016,FL
thuy lowe,r,house,2016,FL
dan webster,r,house,2016,FL
dave koller,d,house,2016,FL
gus bilirakis,r,house,2016,FL
robert tager,d,house,2016,FL
charlie crist,d,house,2016,FL
david jolly,r,house,2016,FL
kathy castor,d,house,2016,FL
christine quinn,r,house,2016,FL
dennis ross,r,house,2016,FL
jim lange,d,house,2016,FL
vern buchanan,r,house,2016,FL
jan schneider,d,house,2016,FL
tom rooney,r,house,2016,FL
april freeman,d,house,2016,FL
brian mast,r,house,2016,FL
randy perkins,d,house,2016,FL
francis rooney,r,house,2016,FL
robert neeld,d,house,2016,FL
alcee hastings,d,house,2016,FL
gary stein,r,house,2016,FL
lois frankel,d,house,2016,FL
paul spain,r,house,2016,FL
ted deutch,d,house,2016,FL
andrea leigh mcgee,r,house,2016,FL
debbie wasserman schultz,d,house,2016,FL
joe kaufman,r,house,2016,FL
frederica wilson,d,house,2016,FL
mario diazbalart,r,house,2016,FL
alina valdes,d,house,2016,FL
carlos curbelo,r,house,2016,FL
joe garcia,d,house,2016,FL
ileana roslehtinen,r,house,2016,FL
scott fuhrman,d,house,2016,FL
buddy carter,r,house,2016,GA
sanford bishop,d,house,2016,GA
greg duke,r,house,2016,GA
drew ferguson,r,house,2016,GA
angela pendley,d,house,2016,GA
hank johnson,d,house,2016,GA
victor armendariz,r,house,2016,GA
john lewis,d,house,2016,GA
douglas bell,r,house,2016,GA
tom price,r,house,2016,GA
rodney stooksbury,d,house,2016,GA
rob woodall,r,house,2016,GA
rashid malik,d,house,2016,GA
austin scott,r,house,2016,GA
james harris,d,house,2016,GA
doug collins,r,house,2016,GA
jody hice,r,house,2016,GA
barry loudermilk,r,house,2016,GA
don wilson,d,house,2016,GA
rick allen,r,house,2016,GA
tricia mccracken,d,house,2016,GA
david scott,d,house,2016,GA
tom graves,r,house,2016,GA
colleen hanabusa,d,house,2016,HI
shirlene d ostrov,r,house,2016,HI
alan yim,o,house,2016,HI
tulsi gabbard,d,house,2016,HI
angela kaaihue,r,house,2016,HI
raul labrador,r,house,2016,ID
james piotrowski,d,house,2016,ID
mike simpson,r,house,2016,ID
jennifer martinez,d,house,2016,ID
bobby rush,d,house,2016,IL
august deuser,r,house,2016,IL
robin kelly,d,house,2016,IL
john morrow,r,house,2016,IL
dan lipinski,d,house,2016,IL
luis gutierrez,d,house,2016,IL
mike quigley,d,house,2016,IL
vince kolber,r,house,2016,IL
rob sherman,o,house,2016,IL
peter roskam,r,house,2016,IL
amanda howland,d,house,2016,IL
danny davis,d,house,2016,IL
jeffrey leef,r,house,2016,IL
raja krishnamoorthi,d,house,2016,IL
pete dicianni,r,house,2016,IL
jan schakowsky,d,house,2016,IL
joan mccarthy lasonde,r,house,2016,IL
brad schneider,d,house,2016,IL
bob dold,r,house,2016,IL
bill foster,d,house,2016,IL
tonia khouri,r,house,2016,IL
mike bost,r,house,2016,IL
cj baricevic,d,house,2016,IL
paula bradshaw,o,house,2016,IL
rodney davis,r,house,2016,IL
mark wicklund,d,house,2016,IL
randy hultgren,r,house,2016,IL
jim walz,d,house,2016,IL
john shimkus,r,house,2016,IL
adam kinzinger,r,house,2016,IL
cheri bustos,d,house,2016,IL
patrick harlan,r,house,2016,IL
darin lahood,r,house,2016,IL
junius rodriguez,d,house,2016,IL
pete visclosky,d,house,2016,IN
donna dunn,o,house,2016,IN
jackie walorski,r,house,2016,IN
lynn coleman,d,house,2016,IN
ron cenkush,o,house,2016,IN
jim banks,r,house,2016,IN
tommy schrader,d,house,2016,IN
pepper snyder,o,house,2016,IN
todd rokita,r,house,2016,IN
john dale,d,house,2016,IN
steven mayoras,o,house,2016,IN
susan brooks,r,house,2016,IN
angela demaree,d,house,2016,IN
matthew wittlief,o,house,2016,IN
luke messer,r,house,2016,IN
barry welsh,d,house,2016,IN
rich turvey,o,house,2016,IN
andre carson,d,house,2016,IN
cat ping,r,house,2016,IN
drew thompson,o,house,2016,IN
larry bucshon,r,house,2016,IN
ron drake,d,house,2016,IN
andrew horning,o,house,2016,IN
trey hollingsworth,r,house,2016,IN
shelli yoder,d,house,2016,IN
russell brooksbank,o,house,2016,IN
rod blum,r,house,2016,IA
monica vernon,d,house,2016,IA
dave loebsack,d,house,2016,IA
christopher peters,r,house,2016,IA
david young,r,house,2016,IA
jim mowrer,d,house,2016,IA
bryan jack holder,o,house,2016,IA
steve king,r,house,2016,IA
kim weaver,d,house,2016,IA
roger marshall,r,house,2016,KS
kerry burt,o,house,2016,KS
alan lapolice,o,house,2016,KS
lynn jenkins,r,house,2016,KS
britani potter,d,house,2016,KS
james houston bales,o,house,2016,KS
kevin yoder,r,house,2016,KS
jay sidie,d,house,2016,KS
steven hohe,o,house,2016,KS
mike pompeo,r,house,2016,KS
dan giroux,d,house,2016,KS
gordon j bakken,o,house,2016,KS
james comer,r,house,2016,KY
sam gaskins,d,house,2016,KY
brett guthrie,r,house,2016,KY
john yarmuth,d,house,2016,KY
harold bratcher,r,house,2016,KY
thomas massie,r,house,2016,KY
calvin sidle,d,house,2016,KY
hal rogers,r,house,2016,KY
andy barr,r,house,2016,KY
nancy jo kemper,d,house,2016,KY
steve scalise,r,house,2016,LA
lee ann dugas,d,house,2016,LA
danil ezekiel faust,d,house,2016,LA
howard kearney,o,house,2016,LA
swider,d,house,2016,LA
cedric richmond,d,house,2016,LA
kip holden,d,house,2016,LA
kenneth cutno,d,house,2016,LA
clay higgins,r,house,2016,LA
scott angelle,r,house,2016,LA
mike johnson,r,house,2016,LA
marshall jones,d,house,2016,LA
ralph abraham,r,house,2016,LA
billy burkette,r,house,2016,LA
garret graves,r,house,2016,LA
richard lieberman,d,house,2016,LA
bell,r,house,2016,LA
jermaine sampson,d,house,2016,LA
richard fontanesi,o,house,2016,LA
chellie pingree,d,house,2016,ME
mark holbrook,r,house,2016,ME
bruce poliquin,r,house,2016,ME
emily cain,d,house,2016,ME
andy harris,r,house,2016,MD
joe werner,d,house,2016,MD
matt beers,o,house,2016,MD
dutch ruppersberger,d,house,2016,MD
pat mcdonough,r,house,2016,MD
kristin kasprzak,o,house,2016,MD
john sarbanes,d,house,2016,MD
mark plaster,r,house,2016,MD
eze nnabu,o,house,2016,MD
anthony g brown,d,house,2016,MD
george mcdermott,r,house,2016,MD
ben krause,o,house,2016,MD
kamesha clark,o,house,2016,MD
steny hoyer,d,house,2016,MD
mark arness,r,house,2016,MD
jason summers,o,house,2016,MD
john delaney,d,house,2016,MD
amie hoeber,r,house,2016,MD
david howser,o,house,2016,MD
george gluck,o,house,2016,MD
elijah cummings,d,house,2016,MD
corrogan vaughn,r,house,2016,MD
myles hoenig,o,house,2016,MD
jamie raskin,d,house,2016,MD
dan cox,r,house,2016,MD
jasen wunder,o,house,2016,MD
nancy wallace,o,house,2016,MD
richard neal,d,house,2016,MA
frederick mayock,o,house,2016,MA
thomas simmons,o,house,2016,MA
jim mcgovern,d,house,2016,MA
niki tsongas,d,house,2016,MA
ann wofford,r,house,2016,MA
joe kennedy,d,house,2016,MA
david rosa,r,house,2016,MA
katherine clark,d,house,2016,MA
seth moulton,d,house,2016,MA
mike capuano,d,house,2016,MA
stephen lynch,d,house,2016,MA
william burke,r,house,2016,MA
bill keating,d,house,2016,MA
mark alliegro,r,house,2016,MA
paul harrington,o,house,2016,MA
jack bergman,r,house,2016,MI
lon johnson,d,house,2016,MI
diane bostow,o,house,2016,MI
ellis boal,o,house,2016,MI
bill huizenga,r,house,2016,MI
dennis b murphy,d,house,2016,MI
erwin haas,o,house,2016,MI
matthew brady,o,house,2016,MI
justin amash,r,house,2016,MI
douglas smith,d,house,2016,MI
john moolenaar,r,house,2016,MI
debra wirth,d,house,2016,MI
leonard schwartz,o,house,2016,MI
jordan salvi,o,house,2016,MI
dan kildee,d,house,2016,MI
al hardwick,r,house,2016,MI
steve sluka,o,house,2016,MI
harley mikkelson,o,house,2016,MI
fred upton,r,house,2016,MI
paul clements,d,house,2016,MI
lorence wenke,o,house,2016,MI
tim walberg,r,house,2016,MI
gretchen driskell,d,house,2016,MI
ken proctor,o,house,2016,MI
mike bishop,r,house,2016,MI
suzanna shkreli,d,house,2016,MI
jeff wood,o,house,2016,MI
maria green,o,house,2016,MI
sander levin,d,house,2016,MI
christopher morse,r,house,2016,MI
matt orlando,o,house,2016,MI
john mcdermott,o,house,2016,MI
paul mitchell,r,house,2016,MI
frank accavitti jr,d,house,2016,MI
lisa gioia,o,house,2016,MI
benjamin nofs,o,house,2016,MI
dave trott,r,house,2016,MI
anil kumar,d,house,2016,MI
jonathan osment,o,house,2016,MI
kerry bentivolio,o,house,2016,MI
debbie dingell,d,house,2016,MI
jeff jones,r,house,2016,MI
tom bagwell,o,house,2016,MI
dylan calewarts,o,house,2016,MI
john conyers,d,house,2016,MI
jeff gorman,r,house,2016,MI
tiffany hayden,o,house,2016,MI
brenda lawrence,d,house,2016,MI
howard klausner,r,house,2016,MI
greg creswell,o,house,2016,MI
marcia squier,o,house,2016,MI
tim walz,d,house,2016,MN
jim hagedorn,r,house,2016,MN
jason lewis,r,house,2016,MN
angie craig,d,house,2016,MN
erik paulsen,r,house,2016,MN
terri bonoff,d,house,2016,MN
betty mccollum,d,house,2016,MN
greg ryan,r,house,2016,MN
keith ellison,d,house,2016,MN
frank nelson drake,r,house,2016,MN
tom emmer,r,house,2016,MN
david snyder,d,house,2016,MN
collin peterson,d,house,2016,MN
dave hughes,r,house,2016,MN
rick nolan,d,house,2016,MN
stewart mills,r,house,2016,MN
trent kelly,r,house,2016,MS
jacob owens,d,house,2016,MS
chase wilson,o,house,2016,MS
bennie thompson,d,house,2016,MS
john bouie ii,r,house,2016,MS
gregg harper,r,house,2016,MS
dennis quinn,d,house,2016,MS
steven palazzo,r,house,2016,MS
mark gladney,d,house,2016,MS
ric mccluskey,o,house,2016,MS
lacy clay,d,house,2016,MO
steven g bailey,r,house,2016,MO
robb cunningham,o,house,2016,MO
ann wagner,r,house,2016,MO
jim higgins,o,house,2016,MO
bill otto,d,house,2016,MO
blaine luetkemeyer,r,house,2016,MO
kevin miller,d,house,2016,MO
dan hogan,o,house,2016,MO
vicky hartzler,r,house,2016,MO
gordon christensen,d,house,2016,MO
mark bliss,o,house,2016,MO
emanuel cleaver,d,house,2016,MO
jacob turk,r,house,2016,MO
roy welborn,o,house,2016,MO
sam graves,r,house,2016,MO
david blackwell,d,house,2016,MO
russ monchil,o,house,2016,MO
billy long,r,house,2016,MO
genevieve williams,d,house,2016,MO
benjamin brixey,o,house,2016,MO
jason t smith,r,house,2016,MO
dave cowell,d,house,2016,MO
jonathan shell,o,house,2016,MO
ryan zinke,r,house,2016,MT
denise juneau,d,house,2016,MT
rick breckenridge,o,house,2016,MT
jeff fortenberry,r,house,2016,NE
daniel wik,d,house,2016,NE
don bacon,r,house,2016,NE
brad ashford,d,house,2016,NE
steven laird,o,house,2016,NE
adrian smith,r,house,2016,NE
dina titus,d,house,2016,NV
mary perry,r,house,2016,NV
mark amodei,r,house,2016,NV
chip evans,d,house,2016,NV
jacky rosen,d,house,2016,NV
danny tarkanian,r,house,2016,NV
ruben kihuen,d,house,2016,NV
cresent hardy,r,house,2016,NV
steve brown,o,house,2016,NV
carol sheaporter,d,house,2016,NH
frank guinta,r,house,2016,NH
ann mclane kuster,d,house,2016,NH
jim lawrence,r,house,2016,NH
donald norcross,d,house,2016,NJ
bob patterson,r,house,2016,NJ
bill sihr,o,house,2016,NJ
frank lobiondo,r,house,2016,NJ
david cole,d,house,2016,NJ
john ordille,o,house,2016,NJ
tom macarthur,r,house,2016,NJ
fred lavergne,d,house,2016,NJ
chris smith,r,house,2016,NJ
lorna phillipson,d,house,2016,NJ
jeremy marcus,o,house,2016,NJ
josh gottheimer,d,house,2016,NJ
scott garrett,r,house,2016,NJ
claudio belusic,o,house,2016,NJ
frank pallone,d,house,2016,NJ
brent sonnekschmelz,r,house,2016,NJ
judy shamy,o,house,2016,NJ
rajit malliah,o,house,2016,NJ
leonard lance,r,house,2016,NJ
peter jacob,d,house,2016,NJ
dan oneill,o,house,2016,NJ
albio sires,d,house,2016,NJ
agha khan,r,house,2016,NJ
dan delaney,o,house,2016,NJ
bill pascrell,d,house,2016,NJ
hector castillo,r,house,2016,NJ
diego rivera,o,house,2016,NJ
donald payne jr,d,house,2016,NJ
david pinckney,r,house,2016,NJ
rodney frelinghuysen,r,house,2016,NJ
joseph wenzel,d,house,2016,NJ
jeff hetrick,o,house,2016,NJ
bonnie watson coleman,d,house,2016,NJ
steven uccio,r,house,2016,NJ
thomas fitzpatrick,o,house,2016,NJ
steven welzer,o,house,2016,NJ
michelle lujan grisham,d,house,2016,NM
richard priem,r,house,2016,NM
steve pearce,r,house,2016,NM
merrie lee soules,d,house,2016,NM
ben ray lujan,d,house,2016,NM
