,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
1281,Wisconsin Governor - Walker vs. Burke,Marquette University,"Walker 48, Burke 45",Walker +3,2014-05-21,2014.0
1282,Iowa Governor - Branstad vs. Hatch,PPP (D),"Branstad 48, Hatch 40",Branstad +8,2014-05-21,2014.0
1283,New York Governor - Astorino vs. Cuomo,Quinnipiac,"Cuomo 57, Astorino 28",Cuomo +29,2014-05-21,2014.0
1284,California Governor Primary (June 3),SurveyUSA,"Brown 57, Kashkari 11, Donnelly 18",Brown +39,2014-05-21,2014.0
1285,Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 39, Baker 30",Coakley +9,2014-05-22,2014.0
1286,California Governor Primary (June 3),PPIC,"Brown 48, Kashkari 10, Donnelly 15",Brown +33,2014-05-22,2014.0
1287,New Mexico Governor - Democratic Primary (June 3),Albuquerque Journal,"King 22, Rael 16, Webber 16, Morales 12, Lopez 5",King +6,2014-05-26,2014.0
1288,Florida Governor - Scott vs. Crist,SurveyUSA,"Crist 40, Scott 42",Scott +2,2014-05-27,2014.0
1289,Michigan Governor - Snyder vs. Schauer,EPIC-MRA,"Snyder 47, Schauer 38",Snyder +9,2014-05-27,2014.0
1290,Georgia Governor - Deal vs. Carter,Rasmussen Reports,"Deal 41, Carter 48",Carter +7,2014-05-27,2014.0
1291,Michigan Governor - Snyder vs. Schauer,Detroit News,"Snyder 45, Schauer 35",Snyder +10,2014-05-28,2014.0
1292,Oregon Governor - Richardson vs. Kitzhaber,PPP (D),"Kitzhaber 49, Richardson 36",Kitzhaber +13,2014-05-29,2014.0
1293,Arkansas Governor - Hutchinson vs. Ross,Rasmussen Reports,"Hutchinson 48, Ross 41",Hutchinson +7,2014-05-30,2014.0
1294,California Governor Primary (June 3),LA Times/USC,"Brown 50, Kashkari 18, Donnelly 13",Brown +32,2014-06-01,2014.0
1295,Pennsylvania Governor - Corbett vs. Wolf,Rasmussen Reports,"Wolf 51, Corbett 31",Wolf +20,2014-06-01,2014.0
1296,California Governor - Kashkari vs. Brown,LA Times/USC,"Brown 53, Kashkari 35",Brown +18,2014-06-01,2014.0
1297,Pennsylvania Governor - Corbett vs. Wolf,PPP (D),"Wolf 55, Corbett 30",Wolf +25,2014-06-03,2014.0
1298,Pennsylvania Governor - Corbett vs. Wolf,Quinnipiac,"Wolf 53, Corbett 33",Wolf +20,2014-06-04,2014.0
1299,Idaho Governor - Otter vs. Balukoff,Rasmussen Reports,"Otter 50, Balukoff 36",Otter +14,2014-06-04,2014.0
1300,Rhode Island Governor - Dem Primary (Sept. 9),WPRI/Fleming,"Taveras 33, Raimondo 29, Pell 12",Taveras +4,2014-06-04,2014.0
1301,Iowa Governor - Branstad vs. Hatch,Loras College,"Branstad 52, Hatch 38",Branstad +14,2014-06-06,2014.0
1302,Iowa Governor - Branstad vs. Hatch,Rasmussen Reports,"Branstad 49, Hatch 40",Branstad +9,2014-06-06,2014.0
1303,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 37, Baker 32",Coakley +5,2014-06-06,2014.0
1304,Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 44, Carter 38",Deal +6,2014-06-07,2014.0
1305,South Dakota Governor - Daugaard vs. Wismer,Rasmussen Reports,"Daugaard 55, Wismer 35",Daugaard +20,2014-06-08,2014.0
1306,Maryland Governor - GOP Primary (June 24),Baltimore Sun,"Hogan 27, Craig 12, Lollar 12, George 6",Hogan +15,2014-06-08,2014.0
1307,Maryland Governor - Dem Primary (June 24),Baltimore Sun,"Brown 41, Gansler 20, Mizeur 15",Brown +21,2014-06-08,2014.0
1308,Massachusetts Governor - Baker vs. Coakley,Suffolk/Boston Herald*,"Coakley 36, Baker 29",Coakley +7,2014-06-09,2014.0
1309,California Governor - Kashkari vs. Brown,Rasmussen Reports,"Brown 52, Kashkari 33",Brown +19,2014-06-10,2014.0
1310,Maryland Governor - Hogan vs. Brown,Washington Post,"Brown 51, Hogan 33",Brown +18,2014-06-10,2014.0
1311,Maryland Governor - GOP Primary (June 24),Washington Post,"Hogan 35, Craig 19, Lollar 13, George 5",Hogan +16,2014-06-10,2014.0
1312,Maryland Governor - Dem Primary (June 24),Washington Post,"Brown 46, Gansler 23, Mizeur 16",Brown +23,2014-06-10,2014.0
1313,Florida Governor - Scott vs. Crist,PPP (D),"Crist 42, Scott 42",Tie,2014-06-10,2014.0
1314,Florida Governor - Scott vs. Crist,SurveyUSA,"Crist 44, Scott 40",Crist +4,2014-06-11,2014.0
1315,Alabama Governor - Bentley vs. Griffith,Rasmussen Reports,"Bentley 55, Griffith 32",Bentley +23,2014-06-11,2014.0
1316,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 46, Schauer 41",Snyder +5,2014-06-12,2014.0
1317,Oregon Governor - Richardson vs. Kitzhaber,SurveyUSA,"Kitzhaber 48, Richardson 35",Kitzhaber +13,2014-06-12,2014.0
1318,Texas Governor - Abbott vs. Davis,UT/Texas Tribune*,"Abbott 44, Davis 32",Abbott +12,2014-06-12,2014.0
1319,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 42, Baker 31",Coakley +11,2014-06-13,2014.0
1320,Minnesota Governor - Johnson vs. Dayton,KSTP/SurveyUSA*,"Dayton 46, Johnson 40",Dayton +6,2014-06-13,2014.0
1321,Minnesota Governor - Seifert vs. Dayton,KSTP/SurveyUSA*,"Dayton 46, Seifert 38",Dayton +8,2014-06-13,2014.0
1322,Minnesota Governor - Honour vs. Dayton,KSTP/SurveyUSA*,"Dayton 47, Honour 37",Dayton +10,2014-06-13,2014.0
1323,Hawaii Governor - Democratic Primary (Aug. 9),Honolulu Civil Beat/MRG,"Ige 48, Abercrombie 37",Ige +11,2014-06-13,2014.0
1324,Hawaii Governor - Aiona vs. Abercrombie vs. Hannemann,Honolulu Civil Beat/MRG,"Aiona 33, Abercrombie 27, Hannemann 18",Aiona +6,2014-06-13,2014.0
1325,Hawaii Governor - Aiona vs. Ige vs. Hannemann,Honolulu Civil Beat/MRG,"Aiona 31, Ige 31, Hannemann 17",Tie,2014-06-13,2014.0
1326,Minnesota Governor - Zellers vs. Dayton,KSTP/SurveyUSA*,"Dayton 46, Zellers 39",Dayton +7,2014-06-13,2014.0
1327,Minnesota Governor - Honour vs. Dayton,PPP (D),"Dayton 47, Honour 35",Dayton +12,2014-06-17,2014.0
1328,Minnesota Governor - Seifert vs. Dayton,PPP (D),"Dayton 47, Seifert 36",Dayton +11,2014-06-17,2014.0
1329,Minnesota Governor - Zellers vs. Dayton,PPP (D),"Dayton 47, Zellers 37",Dayton +10,2014-06-17,2014.0
1330,Minnesota Governor - Johnson vs. Dayton,PPP (D),"Dayton 47, Johnson 36",Dayton +11,2014-06-17,2014.0
1331,New York Governor - Astorino vs. Cuomo,Siena*,"Cuomo 57, Astorino 21",Cuomo +36,2014-06-18,2014.0
1332,Iowa Governor - Branstad vs. Hatch,Quinnipiac,"Branstad 47, Hatch 38",Branstad +9,2014-06-19,2014.0
1333,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 43, Baker 30",Coakley +13,2014-06-19,2014.0
1334,New Hampshire Governor - Hemingway vs. Hassan,Suffolk/Boston Herald*,"Hassan 51, Hemingway 17",Hassan +34,2014-06-19,2014.0
1335,New Hampshire Governor - Havenstein vs. Hassan,Suffolk/Boston Herald*,"Hassan 51, Havenstein 19",Hassan +32,2014-06-19,2014.0
1336,New Hampshire Governor - Havenstein vs. Hassan,ARG,"Hassan 45, Havenstein 32",Hassan +13,2014-06-20,2014.0
1337,Maine Governor - LePage vs. Michaud vs. Cutler,Portland Press Herald,"Michaud 40, LePage 36, Cutler 15",Michaud +4,2014-06-23,2014.0
1338,Nevada Governor - Sandoval vs. Goodman,Rasmussen Reports,"Sandoval 55, Goodman 28",Sandoval +27,2014-06-24,2014.0
1339,California Governor - Kashkari vs. Brown,Field,"Brown 52, Kashkari 32",Brown +20,2014-06-25,2014.0
1340,Florida Governor - Scott vs. Crist,SurveyUSA,"Crist 41, Scott 42",Scott +1,2014-06-25,2014.0
1341,Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Davis 47, Brownback 41",Davis +6,2014-06-26,2014.0
1342,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 41, Baker 30",Coakley +11,2014-06-26,2014.0
1343,Georgia Governor - Deal vs. Carter,InsiderAdvantage*,"Deal 47, Carter 40",Deal +7,2014-06-27,2014.0
1344,Colorado Governor - Beauprez vs. Hickenlooper,Rasmussen Reports,"Hickenlooper 44, Beauprez 44",Tie,2014-07-01,2014.0
1345,Michigan Governor - Snyder vs. Schauer,PPP (D),"Snyder 40, Schauer 40",Tie,2014-07-01,2014.0
1346,Pennsylvania Governor - Corbett vs. Wolf,Franklin & Marshall,"Wolf 47, Corbett 25",Wolf +22,2014-07-02,2014.0
1347,Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 41, Baker 28",Coakley +13,2014-07-02,2014.0
1348,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 40, Baker 31",Coakley +9,2014-07-06,2014.0
1349,New Hampshire Governor - Hemingway vs. Hassan,WMUR/UNH,"Hassan 55, Hemingway 31",Hassan +24,2014-07-07,2014.0
1350,New Hampshire Governor - Havenstein vs. Hassan,WMUR/UNH,"Hassan 57, Havenstein 31",Hassan +26,2014-07-07,2014.0
1351,Florida Governor - Scott vs. Crist,SurveyUSA,"Crist 43, Scott 45",Scott +2,2014-07-09,2014.0
1352,New York Governor - Astorino vs. Cuomo,NBC NY/WSJ/Marist*,"Cuomo 59, Astorino 24",Cuomo +35,2014-07-09,2014.0
1353,Maryland Governor - Hogan vs. Brown,Rasmussen Reports,"Brown 48, Hogan 35",Brown +13,2014-07-11,2014.0
1354,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 40, Baker 35",Coakley +5,2014-07-11,2014.0
1355,Michigan Governor - Snyder vs. Schauer,NBC News/Marist,"Snyder 46, Schauer 44",Snyder +2,2014-07-15,2014.0
1356,Colorado Governor - Beauprez vs. Hickenlooper,NBC News/Marist,"Hickenlooper 49, Beauprez 43",Hickenlooper +6,2014-07-15,2014.0
1357,Michigan Governor - Snyder vs. Schauer,Vanguard/Denno Research (D),"Snyder 43, Schauer 35",Snyder +8,2014-07-16,2014.0
1358,Iowa Governor - Branstad vs. Hatch,NBC News/Marist,"Branstad 53, Hatch 38",Branstad +15,2014-07-16,2014.0
1359,Colorado Governor - Beauprez vs. Hickenlooper,Quinnipiac,"Hickenlooper 43, Beauprez 44",Beauprez +1,2014-07-16,2014.0
1360,Georgia Governor - Deal vs. Carter,Landmark Communications*,"Deal 41, Carter 49",Carter +8,2014-07-17,2014.0
1361,Michigan Governor - Snyder vs. Schauer,EPIC-MRA,"Snyder 46, Schauer 43",Snyder +3,2014-07-18,2014.0
1362,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 39, Baker 36",Coakley +3,2014-07-18,2014.0
1363,Oklahoma Governor - Fallin vs. Dorman,Rasmussen Reports,"Fallin 45, Dorman 40",Fallin +5,2014-07-18,2014.0
1364,New York Governor - Astorino vs. Cuomo,Siena*,"Cuomo 60, Astorino 23",Cuomo +37,2014-07-21,2014.0
1365,Arizona Governor - GOP Primary (August 26),Harper (R),"Ducey 23, Jones 21, Smith 13, Bennett 12, Thomas 7, Riggs 1",Ducey +2,2014-07-22,2014.0
1366,Colorado Governor - Beauprez vs. Hickenlooper,PPP (D),"Hickenlooper 44, Beauprez 43",Hickenlooper +1,2014-07-22,2014.0
1367,Wisconsin Governor - Walker vs. Burke,Marquette University,"Walker 46, Burke 47",Burke +1,2014-07-23,2014.0
1368,Florida Governor - Scott vs. Crist,SurveyUSA,"Scott 40, Crist 46",Crist +6,2014-07-23,2014.0
1369,Florida Governor - Scott vs. Crist,Quinnipiac,"Scott 40, Crist 45",Crist +5,2014-07-23,2014.0
1370,New Mexico Governor - Martinez vs. King,Rasmussen Reports,"Martinez 43, King 43",Tie,2014-07-24,2014.0
1371,California Governor - Kashkari vs. Brown,PPIC,"Brown 52, Kashkari 33",Brown +19,2014-07-24,2014.0
1372,Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Davis 48, Brownback 40",Davis +8,2014-07-24,2014.0
1373,South Carolina Governor - Haley vs. Sheheen,Palmetto Politics Poll/VSS,"Haley 53, Sheheen 40",Haley +13,2014-07-25,2014.0
1374,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 38, Baker 33",Coakley +5,2014-07-25,2014.0
1375,Georgia Governor - Deal vs. Carter,Rasmussen Reports,"Deal 44, Carter 45",Carter +1,2014-07-27,2014.0
1376,Connecticut Governor - Foley vs. Malloy,CBS News/NYT/YouGov,"Foley 48, Malloy 41",Foley +7,2014-07-28,2014.0
1377,Georgia Governor - Deal vs. Carter,CBS News/NYT/YouGov,"Deal 50, Carter 41",Deal +9,2014-07-28,2014.0
1378,Florida Governor - Scott vs. Crist,CBS News/NYT/YouGov,"Scott 48, Crist 43",Scott +5,2014-07-28,2014.0
1379,Colorado Governor - Beauprez vs. Hickenlooper,CBS News/NYT/YouGov,"Hickenlooper 47, Beauprez 47",Tie,2014-07-28,2014.0
1380,Wisconsin Governor - Walker vs. Burke,CBS News/NYT/YouGov,"Walker 47, Burke 46",Walker +1,2014-07-28,2014.0
1381,Kansas Governor - Brownback vs. Davis,CBS News/NYT/YouGov,"Davis 40, Brownback 52",Brownback +12,2014-07-28,2014.0
1382,Georgia Governor - Deal vs. Carter,Landmark Communications*,"Deal 40, Carter 47",Carter +7,2014-07-28,2014.0
1383,Michigan Governor - Snyder vs. Schauer,CBS News/NYT/YouGov,"Snyder 46, Schauer 43",Snyder +3,2014-07-28,2014.0
1384,Texas Governor - Abbott vs. Davis,CBS News/NYT/YouGov,"Abbott 54, Davis 37",Abbott +17,2014-07-28,2014.0
1385,Arkansas Governor - Hutchinson vs. Ross,CBS News/NYT/YouGov,"Hutchinson 48, Ross 45",Hutchinson +3,2014-07-28,2014.0
1386,Pennsylvania Governor - Corbett vs. Wolf,CBS News/NYT/YouGov,"Wolf 52, Corbett 39",Wolf +13,2014-07-28,2014.0
1387,Minnesota Governor - Seifert vs. Dayton,CBS News/NYT/YouGov,"Dayton 53, Seifert 37",Dayton +16,2014-07-28,2014.0
1388,Iowa Governor - Branstad vs. Hatch,CBS News/NYT/YouGov,"Branstad 51, Hatch 40",Branstad +11,2014-07-28,2014.0
1389,Massachusetts Governor - Baker vs. Coakley,CBS News/NYT/YouGov,"Coakley 51, Baker 36",Coakley +15,2014-07-28,2014.0
1390,Illinois Governor - Rauner vs. Quinn,CBS News/NYT/YouGov,"Rauner 46, Quinn 43",Rauner +3,2014-07-28,2014.0
1391,Oregon Governor - Richardson vs. Kitzhaber,CBS News/NYT/YouGov,"Kitzhaber 52, Richardson 42",Kitzhaber +10,2014-07-28,2014.0
1392,Ohio Governor - Kasich vs. FitzGerald,CBS News/NYT/YouGov,"Kasich 49, FitzGerald 43",Kasich +6,2014-07-28,2014.0
1393,Nebraska Governor - Ricketts vs. Hassebrook,CBS News/NYT/YouGov,"Ricketts 49, Hassebrook 41",Ricketts +8,2014-07-28,2014.0
1394,California Governor - Kashkari vs. Brown,CBS News/NYT/YouGov,"Brown 57, Kashkari 33",Brown +24,2014-07-28,2014.0
1395,New York Governor - Astorino vs. Cuomo,CBS News/NYT/YouGov,"Cuomo 56, Astorino 32",Cuomo +24,2014-07-28,2014.0
1396,New Hampshire Governor - Havenstein vs. Hassan,CBS News/NYT/YouGov,"Hassan 53, Havenstein 38",Hassan +15,2014-07-28,2014.0
1397,Oklahoma Governor - Fallin vs. Dorman,CBS News/NYT/YouGov,"Fallin 49, Dorman 40",Fallin +9,2014-07-28,2014.0
1398,Rhode Island Governor - Block vs. Taveras,CBS News/NYT/YouGov,"Taveras 49, Block 24",Taveras +25,2014-07-28,2014.0
1399,Tennessee Governor - Haslam vs. McKamey,CBS News/NYT/YouGov,"Haslam 55, McKamey 32",Haslam +23,2014-07-28,2014.0
1400,Nevada Governor - Sandoval vs. Goodman,CBS News/NYT/YouGov,"Sandoval 57, Goodman 33",Sandoval +24,2014-07-28,2014.0
1401,South Carolina Governor - Haley vs. Sheheen,CBS News/NYT/YouGov,"Haley 55, Sheheen 38",Haley +17,2014-07-28,2014.0
1402,Alabama Governor - Bentley vs. Griffith,CBS News/NYT/YouGov,"Bentley 59, Griffith 31",Bentley +28,2014-07-28,2014.0
1403,Vermont Governor - Milne vs. Shumlin vs. Peyton,CBS News/NYT/YouGov,"Shumlin 52, Milne 27, Peyton 15",Shumlin +25,2014-07-28,2014.0
1404,Wyoming Governor - Mead vs. Gosar,CBS News/NYT/YouGov,"Mead 53, Gosar 25",Mead +28,2014-07-28,2014.0
1405,South Dakota Governor - Daugaard vs. Wismer,CBS News/NYT/YouGov,"Daugaard 66, Wismer 27",Daugaard +39,2014-07-28,2014.0
1406,Idaho Governor - Otter vs. Balukoff,CBS News/NYT/YouGov,"Otter 56, Balukoff 34",Otter +22,2014-07-28,2014.0
1407,New Mexico Governor - Martinez vs. King,CBS News/NYT/YouGov,"Martinez 51, King 44",Martinez +7,2014-07-28,2014.0
1408,Arizona Governor - Jones vs. DuVal,CBS News/NYT/YouGov,"Jones 45, DuVal 34",Jones +11,2014-07-28,2014.0
1409,Maryland Governor - Hogan vs. Brown,CBS News/NYT/YouGov,"Brown 52, Hogan 39",Brown +13,2014-07-28,2014.0
1410,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 43, Schauer 39",Snyder +4,2014-07-29,2014.0
1411,Arizona Governor - GOP Primary (August 26),Behavior Research Center,"Ducey 13, Jones 17, Smith 8, Bennett 10, Thomas 0, Riggs 2",Jones +4,2014-07-29,2014.0
1412,Ohio Governor - Kasich vs. FitzGerald,Quinnipiac,"Kasich 48, FitzGerald 36",Kasich +12,2014-07-30,2014.0
1413,Arkansas Governor - Hutchinson vs. Ross,Talk Business Poll*,"Hutchinson 46, Ross 41",Hutchinson +5,2014-07-31,2014.0
1414,Michigan Governor - Snyder vs. Schauer,Rasmussen Reports,"Snyder 45, Schauer 42",Snyder +3,2014-07-31,2014.0
1415,Hawaii Governor - Democratic Primary (Aug. 9),Honolulu Civil Beat/MRG,"Ige 51, Abercrombie 41",Ige +10,2014-08-01,2014.0
1416,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 42, Baker 32",Coakley +10,2014-08-01,2014.0
1417,Illinois Governor - Rauner vs. Quinn,Rasmussen Reports,"Rauner 44, Quinn 39",Rauner +5,2014-08-01,2014.0
1418,Florida Governor - Scott vs. Crist,Rasmussen Reports,"Scott 42, Crist 41",Scott +1,2014-08-01,2014.0
1419,Nevada Governor - Sandoval vs. Goodman,Harper (R),"Sandoval 56, Goodman 34",Sandoval +22,2014-08-02,2014.0
1420,Hawaii Governor - Democratic Primary (Aug. 9),Honolulu Star-Advertiser,"Ige 54, Abercrombie 36",Ige +18,2014-08-04,2014.0
1421,Hawaii Governor - Aiona vs. Abercrombie vs. Hannemann,Honolulu Star-Advertiser,"Aiona 45, Abercrombie 30, Hannemann 14",Aiona +15,2014-08-04,2014.0
1422,Oklahoma Governor - Fallin vs. Dorman,Cole Hargrave Snodgrass & Associates (R)*,"Fallin 44, Dorman 31",Fallin +13,2014-08-04,2014.0
1423,Hawaii Governor - Aiona vs. Ige vs. Hannemann,Honolulu Star-Advertiser,"Aiona 41, Ige 34, Hannemann 15",Aiona +7,2014-08-04,2014.0
1424,New York Governor - Astorino vs. Cuomo,NBC NY/WSJ/Marist*,"Cuomo 54, Astorino 23",Cuomo +31,2014-08-05,2014.0
1425,Arkansas Governor - Hutchinson vs. Ross,PPP (D),"Hutchinson 46, Ross 40",Hutchinson +6,2014-08-05,2014.0
1426,Maine Governor - LePage vs. Michaud vs. Cutler,MPRC (D),"Michaud 43, LePage 41, Cutler 13",Michaud +2,2014-08-05,2014.0
1427,Florida Governor - Scott vs. Crist,SurveyUSA,"Scott 45, Crist 43",Scott +2,2014-08-06,2014.0
1428,Michigan Governor - Snyder vs. Schauer,MRG (R),"Snyder 45, Schauer 44",Snyder +1,2014-08-06,2014.0
1429,Pennsylvania Governor - Corbett vs. Wolf,Magellan (R),"Wolf 50, Corbett 38",Wolf +12,2014-08-06,2014.0
1430,Oregon Governor - Richardson vs. Kitzhaber,SurveyUSA,"Kitzhaber 48, Richardson 36",Kitzhaber +12,2014-08-07,2014.0
1431,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 47, Schauer 42",Snyder +5,2014-08-07,2014.0
1432,Alaska Governor - Parnell vs. Mallott vs. Walker,PPP (D)*,"Parnell 37, Mallott 22, Walker 20",Parnell +15,2014-08-07,2014.0
1433,Texas Governor - Abbott vs. Davis,Rasmussen Reports,"Abbott 48, Davis 40",Abbott +8,2014-08-08,2014.0
1434,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 42, Baker 31",Coakley +11,2014-08-08,2014.0
1435,New York Governor - Astorino vs. Cuomo,Siena*,"Cuomo 58, Astorino 26",Cuomo +32,2014-08-11,2014.0
1436,Illinois Governor - Rauner vs. Quinn,Sun-Times/WeAskAmerica,"Rauner 51, Quinn 38",Rauner +13,2014-08-11,2014.0
1437,Kansas Governor - Brownback vs. Davis,Rasmussen Reports,"Davis 51, Brownback 41",Davis +10,2014-08-12,2014.0
1438,Wisconsin Governor - Walker vs. Burke,Rasmussen Reports,"Burke 47, Walker 48",Walker +1,2014-08-15,2014.0
1439,Georgia Governor - Deal vs. Carter,InsiderAdvantage*,"Deal 43, Carter 39",Deal +4,2014-08-15,2014.0
1440,Massachusetts Governor - Baker vs. Coakley,Mass Insight/Opinion Dynamics,"Coakley 44, Baker 41",Coakley +3,2014-08-15,2014.0
1441,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 45, Grossman 21, Berwick 10",Coakley +24,2014-08-15,2014.0
1442,Wisconsin Governor - Walker vs. Burke,Rasmussen Reports,"Walker 48, Burke 47",Walker +1,2014-08-15,2014.0
1443,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 40, Baker 32",Coakley +8,2014-08-15,2014.0
1444,Iowa Governor - Branstad vs. Hatch,Rasmussen Reports,"Branstad 52, Hatch 35",Branstad +17,2014-08-17,2014.0
1445,Tennessee Governor - Haslam vs. Brown,Rasmussen Reports,"Haslam 55, Brown 30",Haslam +25,2014-08-17,2014.0
1446,New Mexico Governor - Martinez vs. King,Albuquerque Journal,"Martinez 50, King 41",Martinez +9,2014-08-19,2014.0
1447,Kansas Governor - Brownback vs. Davis,PPP (D),"Davis 44, Brownback 39",Davis +5,2014-08-19,2014.0
1448,Minnesota Governor - Johnson vs. Dayton,Rasmussen Reports,"Dayton 49, Johnson 41",Dayton +8,2014-08-19,2014.0
1449,Rhode Island Governor - Dem Primary (Sept. 9),WPRI/Fleming,"Raimondo 32, Taveras 27, Pell 26",Raimondo +5,2014-08-20,2014.0
1450,Connecticut Governor - Foley vs. Malloy,Rasmussen Reports,"Foley 45, Malloy 38",Foley +7,2014-08-21,2014.0
1451,Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 48, Carter 39",Deal +9,2014-08-22,2014.0
1452,New York Governor - Astorino vs. Cuomo,Quinnipiac,"Cuomo 56, Astorino 28",Cuomo +28,2014-08-22,2014.0
1453,New Hampshire Governor - Hemingway vs. Hassan,WMUR/UNH,"Hassan 51, Hemingway 31",Hassan +20,2014-08-22,2014.0
1454,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 45, Grossman 24, Berwick 10",Coakley +21,2014-08-22,2014.0
1455,Wyoming Governor - Mead vs. Gosar,Rasmussen Reports,"Mead 55, Gosar 34",Mead +21,2014-08-22,2014.0
1456,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 41, Baker 34",Coakley +7,2014-08-22,2014.0
1457,N.H. Governor - Havenstein vs. Hassan,WMUR/UNH,"Hassan 49, Havenstein 32",Hassan +17,2014-08-22,2014.0
1458,Florida Governor - Scott vs. Crist,SurveyUSA*,"Scott 44, Crist 41",Scott +3,2014-08-23,2014.0
1459,Arizona Governor - GOP Primary (August 26),Harper (R),"Ducey 32, Smith 19, Jones 16, Bennett 14, Thomas 7, Riggs 2",Ducey +13,2014-08-23,2014.0
1460,Georgia Governor - Deal vs. Carter,WSB-TV/Landmark*,"Deal 40, Carter 44",Carter +4,2014-08-23,2014.0
1461,Massachusetts Governor - Democratic Primary (September 9),Suffolk/Boston Herald,"Coakley 42, Grossman 30, Berwick 16",Coakley +12,2014-08-25,2014.0
1462,Minnesota Governor - Johnson vs. Dayton,KSTP/SurveyUSA*,"Dayton 49, Johnson 40",Dayton +9,2014-08-26,2014.0
1463,Iowa Governor - Branstad vs. Hatch,PPP (D),"Branstad 50, Hatch 37",Branstad +13,2014-08-26,2014.0
1464,Alaska Governor - Parnell vs. Mallott,Rasmussen Reports,"Parnell 47, Mallott 36",Parnell +11,2014-08-26,2014.0
1465,Wisconsin Governor - Walker vs. Burke,Marquette University,"Burke 49, Walker 47",Burke +2,2014-08-27,2014.0
1466,Kansas Governor - Brownback vs. Davis,SurveyUSA*,"Davis 48, Brownback 40",Davis +8,2014-08-27,2014.0
1467,Iowa Governor - Branstad vs. Hatch,USA Today/Suffolk*,"Branstad 47, Hatch 35",Branstad +12,2014-08-27,2014.0
1468,Michigan Governor - Snyder vs. Schauer,EPIC-MRA,"Snyder 43, Schauer 45",Schauer +2,2014-08-27,2014.0
1469,South Carolina Governor - Haley vs. Sheheen,Rasmussen Reports,"Haley 51, Sheheen 36",Haley +15,2014-08-28,2014.0
1470,Michigan Governor - Snyder vs. Schauer,Mitchell Research,"Snyder 47, Schauer 46",Snyder +1,2014-08-28,2014.0
1471,Arkansas Governor - Hutchinson vs. Ross,Rasmussen Reports,"Hutchinson 44, Ross 46",Ross +2,2014-08-28,2014.0
1472,Pennsylvania Governor - Corbett vs. Wolf,Franklin & Marshall,"Wolf 49, Corbett 24",Wolf +25,2014-08-28,2014.0
1473,Vermont Governor - Milne vs. Shumlin,Rasmussen Reports,"Shumlin 48, Milne 36",Shumlin +12,2014-08-29,2014.0
1474,Massachusetts Governor - Democratic Primary (September 9),Boston Globe,"Coakley 46, Grossman 24, Berwick 10",Coakley +22,2014-08-29,2014.0
1475,Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 37, Baker 38",Baker +1,2014-08-29,2014.0
1476,Arizona Governor - Ducey vs. DuVal,Rasmussen Reports,"Ducey 40, DuVal 40",Tie,2014-08-31,2014.0
1477,Georgia Governor - Deal vs. Carter,WRBL/Ledger-Enquirer/PMB*,"Deal 44, Carter 42",Deal +2,2014-09-02,2014.0
1478,Massachusetts Governor - Democratic Primary (September 9),WBUR/MassINC,"Coakley 47, Grossman 23, Berwick 6",Coakley +24,2014-09-03,2014.0
1479,Massachusetts Governor - Baker vs. Coakley,UMass Lowell/7News*,"Coakley 41, Baker 32",Coakley +9,2014-09-03,2014.0
1480,Florida Governor - Scott vs. Crist,SurveyUSA*,"Scott 43, Crist 45",Crist +2,2014-09-03,2014.0
1481,Florida Governor - Scott vs. Crist,TB Times/Bay News 9/News 13/UF,"Scott 44, Crist 38",Scott +6,2014-09-03,2014.0
1482,Massachusetts Governor - Democratic Primary (September 9),UMass Lowell/7News,"Coakley 52, Grossman 20, Berwick 9",Coakley +32,2014-09-03,2014.0
1483,Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 40, Baker 31",Coakley +9,2014-09-03,2014.0
