Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class
2016-10-07,Indiana,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 42, Young 41",Bayh +1,2016,Bayh,,
2016-10-14,Indiana,Indiana Senate - Young vs. Bayh,Monmouth*,"Bayh 48, Young 42",Bayh +6,2016,Bayh,,
2016-10-21,Indiana,Indiana Senate - Young vs. Bayh,WISH-TV,"Bayh 49, Young 43",Bayh +6,2016,Bayh,,
2016-10-25,Indiana,Indiana Senate - Young vs. Bayh,Gravis*,"Bayh 39, Young 37",Bayh +2,2016,Bayh,,
2016-11-04,Indiana,Indiana Senate - Young vs. Bayh,Gravis*,"Young 37, Bayh 40",Bayh +3,2016,Bayh,,
2015-06-23,Arkansas,Arkansas Senate - Boozman vs. Beebe,Talk Business Poll*,"Beebe 45, Boozman 37",Beebe +8,2015,Beebe,,
2013-07-30,Alaska,Alaska Senate - Palin vs. Begich,PPP (D),"Begich 52, Palin 40",Begich +12,2013,Begich,,
2013-07-30,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D),"Begich 44, Treadwell 40",Begich +4,2013,Begich,,
2013-08-21,Alaska,Alaska Senate - Palin vs. Begich,Hays Research (D),"Begich 55, Palin 37",Begich +18,2013,Begich,,
2013-08-30,Alaska,Alaska Senate - Treadwell vs. Begich,Hays Research (D),"Begich 50, Treadwell 39",Begich +11,2013,Begich,,
2014-02-04,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 43, Treadwell 37",Begich +6,2014,Begich,,
2014-02-04,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Begich 41, Sullivan 37",Begich +4,2014,Begich,,
2014-03-24,Alaska,Alaska Senate - Miller vs. Begich,Rasmussen Reports,"Begich 49, Miller 38",Begich +11,2014,Begich,,
2014-05-13,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Sullivan 37, Begich 42",Begich +5,2014,Begich,,
2014-05-13,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 41, Treadwell 33",Begich +8,2014,Begich,,
2014-05-13,Alaska,Alaska Senate - Miller vs. Begich,PPP (D)**,"Begich 43, Miller 27",Begich +16,2014,Begich,,
2014-07-28,Alaska,Alaska Senate - Sullivan vs. Begich,CBS News/NYT/YouGov,"Begich 49, Sullivan 37",Begich +12,2014,Begich,,
2014-07-28,Alaska,Alaska Senate - Treadwell vs. Begich,CBS News/NYT/YouGov,"Begich 47, Treadwell 45",Begich +2,2014,Begich,,
2014-08-07,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D),"Begich 45, Sullivan 41",Begich +4,2014,Begich,,
2014-08-07,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D),"Begich 44, Treadwell 41",Begich +3,2014,Begich,,
2014-10-28,Alaska,Alaska Senate - Sullivan vs. Begich,Ivan Moore Research,"Sullivan 42, Begich 48",Begich +6,2014,Begich,,
2010-05-19,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Bennet 45, Buck 39",Bennet +6,2010,Bennet,D,1.0
2010-05-19,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Bennet 45, Buck 39",Bennet +6,2010,Bennet,D,1.0
2010-05-19,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Norton 41, Bennet 44",Bennet +3,2010,Bennet,D,1.0
2010-05-19,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Norton 41, Bennet 44",Bennet +3,2010,Bennet,D,1.0
2010-08-01,Colorado,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Bennet 46, Norton 43",Bennet +3,2010,Bennet,D,1.0
2010-08-01,Colorado,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Bennet 46, Norton 43",Bennet +3,2010,Bennet,D,1.0
2010-08-10,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Bennet 46, Norton 40",Bennet +6,2010,Bennet,D,1.0
2010-08-10,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Bennet 46, Norton 40",Bennet +6,2010,Bennet,D,1.0
2010-08-10,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 43, Bennet 46",Bennet +3,2010,Bennet,D,1.0
2010-08-10,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 43, Bennet 46",Bennet +3,2010,Bennet,D,1.0
2010-09-07,Colorado,Colorado Senate - Buck vs. Bennet,POS/FM3,"Buck 40, Bennet 43",Bennet +3,2010,Bennet,D,1.0
2010-09-07,Colorado,Colorado Senate - Buck vs. Bennet,POS/FM3,"Buck 40, Bennet 43",Bennet +3,2010,Bennet,D,1.0
2010-10-05,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 45, Bennet 46",Bennet +1,2010,Bennet,D,1.0
2010-10-05,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 45, Bennet 46",Bennet +1,2010,Bennet,D,1.0
2016-07-11,Colorado,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",Bennet +6,2016,Bennet,D,1.0
2016-07-11,Colorado,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",Bennet +6,2016,Bennet,D,1.0
2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",Bennet +13,2016,Bennet,D,1.0
2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",Bennet +13,2016,Bennet,D,1.0
2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",Bennet +15,2016,Bennet,D,1.0
2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",Bennet +15,2016,Bennet,D,1.0
2016-07-15,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016,Bennet,D,1.0
2016-07-15,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016,Bennet,D,1.0
2016-08-12,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016,Bennet,D,1.0
2016-08-12,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016,Bennet,D,1.0
2016-08-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",Bennet +16,2016,Bennet,D,1.0
2016-08-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",Bennet +16,2016,Bennet,D,1.0
2016-09-15,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",Bennet +7,2016,Bennet,D,1.0
2016-09-15,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",Bennet +7,2016,Bennet,D,1.0
2016-09-22,Colorado,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",Bennet +13,2016,Bennet,D,1.0
2016-09-22,Colorado,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",Bennet +13,2016,Bennet,D,1.0
2016-09-23,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 52, Glenn 43",Bennet +9,2016,Bennet,D,1.0
2016-09-23,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 52, Glenn 43",Bennet +9,2016,Bennet,D,1.0
2016-09-26,Colorado,Colorado Senate - Glenn vs. Bennet,CNN/ORC,"Bennet 53, Glenn 43",Bennet +10,2016,Bennet,D,1.0
2016-09-26,Colorado,Colorado Senate - Glenn vs. Bennet,CNN/ORC,"Bennet 53, Glenn 43",Bennet +10,2016,Bennet,D,1.0
2016-10-03,Colorado,Colorado Senate - Glenn vs. Bennet,Monmouth*,"Bennet 53, Glenn 35",Bennet +18,2016,Bennet,D,1.0
2016-10-03,Colorado,Colorado Senate - Glenn vs. Bennet,Monmouth*,"Bennet 53, Glenn 35",Bennet +18,2016,Bennet,D,1.0
2016-10-08,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 39",Bennet +8,2016,Bennet,D,1.0
2016-10-08,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 39",Bennet +8,2016,Bennet,D,1.0
2016-10-16,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 48, Glenn 38",Bennet +10,2016,Bennet,D,1.0
2016-10-16,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 48, Glenn 38",Bennet +10,2016,Bennet,D,1.0
2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Magellan Strategies (R)*,"Bennet 47, Glenn 32",Bennet +15,2016,Bennet,D,1.0
2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Magellan Strategies (R)*,"Bennet 47, Glenn 32",Bennet +15,2016,Bennet,D,1.0
2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 56, Glenn 38",Bennet +18,2016,Bennet,D,1.0
2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 56, Glenn 38",Bennet +18,2016,Bennet,D,1.0
2016-10-30,Colorado,Colorado Senate - Glenn vs. Bennet,CBS News/YouGov,"Bennet 46, Glenn 41",Bennet +5,2016,Bennet,D,1.0
2016-10-30,Colorado,Colorado Senate - Glenn vs. Bennet,CBS News/YouGov,"Bennet 46, Glenn 41",Bennet +5,2016,Bennet,D,1.0
2016-11-02,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 47, Glenn 42",Bennet +5,2016,Bennet,D,1.0
2016-11-02,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 47, Glenn 42",Bennet +5,2016,Bennet,D,1.0
2016-11-03,Colorado,Colorado Senate - Glenn vs. Bennet,University of Denver,"Bennet 48, Glenn 40",Bennet +8,2016,Bennet,D,1.0
2016-11-03,Colorado,Colorado Senate - Glenn vs. Bennet,University of Denver,"Bennet 48, Glenn 40",Bennet +8,2016,Bennet,D,1.0
2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,PPP (D)*,"Bennet 50, Glenn 40",Bennet +10,2016,Bennet,D,1.0
2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,PPP (D)*,"Bennet 50, Glenn 40",Bennet +10,2016,Bennet,D,1.0
2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,Keating (D),"Bennet 49, Glenn 38",Bennet +11,2016,Bennet,D,1.0
2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,Keating (D),"Bennet 49, Glenn 38",Bennet +11,2016,Bennet,D,1.0
2016-11-05,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 44",Bennet +3,2016,Bennet,D,1.0
2016-11-05,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 44",Bennet +3,2016,Bennet,D,1.0
2012-07-12,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 49, Heitkamp 40",Berg +9,2012,Berg,R,0.0
2012-10-20,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Forum/Essman,"Berg 50, Heitkamp 40",Berg +10,2012,Berg,R,0.0
2012-10-23,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 50, Heitkamp 45",Berg +5,2012,Berg,R,0.0
2012-10-30,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Mason-Dixon,"Berg 47, Heitkamp 45",Berg +2,2012,Berg,R,0.0
2011-06-24,Nevada,Nevada Senate - Heller vs. Berkley,Magellan Strategies (R),"Berkley 46, Heller 44",Berkley +2,2011,Berkley,D,1.0
2011-12-23,Nevada,Nevada Senate - Heller vs. Berkley,Las Vegas Review-Journal,"Berkley 44, Heller 43",Berkley +1,2011,Berkley,D,1.0
2012-09-25,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 48",Berkley +4,2012,Berkley,D,1.0
2010-07-14,New Hampshire,New Hampshire Senate - Binnie vs. Hodes,Rasmussen Reports,"Binnie 49, Hodes 38",Binnie +11,2010,Binnie,,
2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",Blackburn +4,2018,Blackburn,R,0.0
2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",Blackburn +4,2018,Blackburn,R,0.0
2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",Blackburn +4,2018,Blackburn,R,0.0
2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",Blackburn +4,2018,Blackburn,R,0.0
2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",Blackburn +3,2018,Blackburn,R,0.0
2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",Blackburn +3,2018,Blackburn,R,0.0
2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",Blackburn +3,2018,Blackburn,R,0.0
2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",Blackburn +3,2018,Blackburn,R,0.0
2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",Blackburn +5,2018,Blackburn,R,0.0
2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",Blackburn +5,2018,Blackburn,R,0.0
2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",Blackburn +5,2018,Blackburn,R,0.0
2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",Blackburn +5,2018,Blackburn,R,0.0
2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",Blackburn +8,2018,Blackburn,R,0.0
2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",Blackburn +8,2018,Blackburn,R,0.0
2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",Blackburn +8,2018,Blackburn,R,0.0
2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",Blackburn +8,2018,Blackburn,R,0.0
2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",Blackburn +14,2018,Blackburn,R,0.0
2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",Blackburn +14,2018,Blackburn,R,0.0
2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",Blackburn +14,2018,Blackburn,R,0.0
2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",Blackburn +14,2018,Blackburn,R,0.0
2010-05-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, McMahon 39",Blumenthal +13,2010,Blumenthal,D,1.0
2010-05-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, McMahon 39",Blumenthal +13,2010,Blumenthal,D,1.0
2010-05-06,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, Schiff 29",Blumenthal +25,2010,Blumenthal,D,1.0
2010-05-06,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, Schiff 29",Blumenthal +25,2010,Blumenthal,D,1.0
2010-05-06,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 55, Simmons 32",Blumenthal +23,2010,Blumenthal,D,1.0
2010-05-06,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 55, Simmons 32",Blumenthal +23,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, Simmons 39",Blumenthal +11,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, Simmons 39",Blumenthal +11,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, Schiff 37",Blumenthal +16,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, Schiff 37",Blumenthal +16,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 48, McMahon 45",Blumenthal +3,2010,Blumenthal,D,1.0
2010-05-19,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 48, McMahon 45",Blumenthal +3,2010,Blumenthal,D,1.0
2010-05-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 56, McMahon 31",Blumenthal +25,2010,Blumenthal,D,1.0
2010-05-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 56, McMahon 31",Blumenthal +25,2010,Blumenthal,D,1.0
2010-05-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,R2000/Daily Kos (D),"Blumenthal 52, McMahon 33",Blumenthal +19,2010,Blumenthal,D,1.0
2010-05-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,R2000/Daily Kos (D),"Blumenthal 52, McMahon 33",Blumenthal +19,2010,Blumenthal,D,1.0
2010-06-03,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 56, McMahon 33",Blumenthal +23,2010,Blumenthal,D,1.0
2010-06-03,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 56, McMahon 33",Blumenthal +23,2010,Blumenthal,D,1.0
2010-06-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 55, McMahon 35",Blumenthal +20,2010,Blumenthal,D,1.0
2010-06-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 55, McMahon 35",Blumenthal +20,2010,Blumenthal,D,1.0
2010-07-16,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 37",Blumenthal +17,2010,Blumenthal,D,1.0
2010-07-16,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 37",Blumenthal +17,2010,Blumenthal,D,1.0
2010-07-20,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 40",Blumenthal +13,2010,Blumenthal,D,1.0
2010-07-20,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 40",Blumenthal +13,2010,Blumenthal,D,1.0
2010-07-20,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, Simmons 38",Blumenthal +14,2010,Blumenthal,D,1.0
2010-07-20,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, Simmons 38",Blumenthal +14,2010,Blumenthal,D,1.0
2010-08-04,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Quinnipiac,"Blumenthal 54, Simmons 35",Blumenthal +19,2010,Blumenthal,D,1.0
2010-08-04,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Quinnipiac,"Blumenthal 54, Simmons 35",Blumenthal +19,2010,Blumenthal,D,1.0
2010-08-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 50, McMahon 40",Blumenthal +10,2010,Blumenthal,D,1.0
2010-08-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 50, McMahon 40",Blumenthal +10,2010,Blumenthal,D,1.0
2010-08-13,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 47, McMahon 40",Blumenthal +7,2010,Blumenthal,D,1.0
2010-08-13,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 47, McMahon 40",Blumenthal +7,2010,Blumenthal,D,1.0
2010-09-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 44",Blumenthal +9,2010,Blumenthal,D,1.0
2010-09-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 44",Blumenthal +9,2010,Blumenthal,D,1.0
2010-09-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 51, McMahon 45",Blumenthal +6,2010,Blumenthal,D,1.0
2010-09-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 51, McMahon 45",Blumenthal +6,2010,Blumenthal,D,1.0
2010-09-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, McMahon 45",Blumenthal +5,2010,Blumenthal,D,1.0
2010-09-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, McMahon 45",Blumenthal +5,2010,Blumenthal,D,1.0
2010-09-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 49, McMahon 46",Blumenthal +3,2010,Blumenthal,D,1.0
2010-09-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 49, McMahon 46",Blumenthal +3,2010,Blumenthal,D,1.0
2010-10-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,PPP (D),"Blumenthal 53, McMahon 41",Blumenthal +12,2010,Blumenthal,D,1.0
2010-10-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,PPP (D),"Blumenthal 53, McMahon 41",Blumenthal +12,2010,Blumenthal,D,1.0
2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CT Capitol Report/MRG,"Blumenthal 52, McMahon 45",Blumenthal +7,2010,Blumenthal,D,1.0
2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CT Capitol Report/MRG,"Blumenthal 52, McMahon 45",Blumenthal +7,2010,Blumenthal,D,1.0
2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 52, McMahon 42",Blumenthal +10,2010,Blumenthal,D,1.0
2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 52, McMahon 42",Blumenthal +10,2010,Blumenthal,D,1.0
2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, McMahon 43",Blumenthal +11,2010,Blumenthal,D,1.0
2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, McMahon 43",Blumenthal +11,2010,Blumenthal,D,1.0
2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CNN/Time,"Blumenthal 54, McMahon 41",Blumenthal +13,2010,Blumenthal,D,1.0
2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CNN/Time,"Blumenthal 54, McMahon 41",Blumenthal +13,2010,Blumenthal,D,1.0
2010-10-12,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 49, McMahon 43",Blumenthal +6,2010,Blumenthal,D,1.0
2010-10-12,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 49, McMahon 43",Blumenthal +6,2010,Blumenthal,D,1.0
2010-10-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 43",Blumenthal +11,2010,Blumenthal,D,1.0
2010-10-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 43",Blumenthal +11,2010,Blumenthal,D,1.0
2010-10-15,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 51, McMahon 46",Blumenthal +5,2010,Blumenthal,D,1.0
2010-10-15,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 51, McMahon 46",Blumenthal +5,2010,Blumenthal,D,1.0
2015-10-15,Connecticut,Connecticut Senate - Kudlow vs. Blumenthal,Quinnipiac,"Blumenthal 61, Kudlow 27",Blumenthal +34,2015,Blumenthal,D,1.0
2015-10-15,Connecticut,Connecticut Senate - Kudlow vs. Blumenthal,Quinnipiac,"Blumenthal 61, Kudlow 27",Blumenthal +34,2015,Blumenthal,D,1.0
2015-10-15,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 61, Wolf 26",Blumenthal +35,2015,Blumenthal,D,1.0
2015-10-15,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 61, Wolf 26",Blumenthal +35,2015,Blumenthal,D,1.0
2016-06-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",Blumenthal +30,2016,Blumenthal,D,1.0
2016-06-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",Blumenthal +30,2016,Blumenthal,D,1.0
2016-06-07,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",Blumenthal +35,2016,Blumenthal,D,1.0
2016-06-07,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",Blumenthal +35,2016,Blumenthal,D,1.0
2016-09-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",Blumenthal +21,2016,Blumenthal,D,1.0
2016-09-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",Blumenthal +21,2016,Blumenthal,D,1.0
2010-05-04,Missouri,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 50, Carnahan 42",Blunt +8,2010,Blunt,R,0.0
2010-05-04,Missouri,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 50, Carnahan 42",Blunt +8,2010,Blunt,R,0.0
